sigma_y,repeat,target,group,week,base_week,feasible,coverage_at_base
0.002,61,90,3,32.5714285714,32.5714285714,True,0.900455951691
0.002,61,95,1,35.5714285714,35.5714285714,True,0.951022335461
0.002,61,95,2,34.8571428571,34.8571428571,True,0.950544553144
0.002,61,95,3,36.5714285714,36.5714285714,True,0.95030939579
0.002,61,99,1,inf,inf,False,
0.002,61,99,2,40,40,True,0.9901304245
0.002,61,99,3,inf,inf,False,
0.002,62,50,1,12.5714285714,12.5714285714,True,0.523810442005
0.002,62,50,2,12,12,True,0.501802146435
0.002,62,50,3,13.8571428571,13.8571428571,True,0.502742299012
0.002,62,75,1,16.7142857143,16.8571428571,True,0.755439077105
0.002,62,75,2,15.8571428571,15.8571428571,True,0.753243684769
0.002,62,75,3,19.2857142857,19.2857142857,True,0.755821977343
0.002,62,90,1,29.4285714286,29.4285714286,True,0.900988263743
0.002,62,90,2,27.5714285714,27.5714285714,True,0.900891976697
0.002,62,90,3,32.5714285714,32.5714285714,True,0.901439820017
0.002,62,95,1,35.5714285714,35.5714285714,True,0.950964280537
0.002,62,95,2,34.8571428571,34.8571428571,True,0.950555843966
0.002,62,95,3,36.5714285714,36.5714285714,True,0.950566785676
0.002,62,99,1,inf,inf,False,
0.002,62,99,2,40,40,True,0.990055024624
0.002,62,99,3,inf,inf,False,
0.002,63,50,1,12.5714285714,12.5714285714,True,0.522961786815
0.002,63,50,2,12,12,True,0.503750741482
0.002,63,50,3,13.8571428571,13.8571428571,True,0.501800588199
0.002,63,75,1,16.8571428571,16.8571428571,True,0.753802069596
0.002,63,75,2,15.8571428571,15.8571428571,True,0.753067851067
0.002,63,75,3,19.2857142857,19.2857142857,True,0.755747164999
0.002,63,90,1,29.4285714286,29.4285714286,True,0.900324838502
0.002,63,90,2,27.5714285714,27.5714285714,True,0.900830566883
0.002,63,90,3,32.5714285714,32.5714285714,True,0.901128998825
0.002,63,95,1,35.5714285714,35.5714285714,True,0.950798928738
0.002,63,95,2,34.8571428571,34.8571428571,True,0.950417867729
0.002,63,95,3,36.5714285714,36.5714285714,True,0.95057365724
0.002,63,99,1,inf,inf,False,
0.002,63,99,2,40,40,True,0.990108728409
0.002,63,99,3,inf,inf,False,
0.002,64,50,1,12.5714285714,12.5714285714,True,0.523220445429
0.002,64,50,2,12,12,True,0.501368463039
0.002,64,50,3,13.8571428571,13.8571428571,True,0.503039415394
0.002,64,75,1,16.8571428571,16.8571428571,True,0.753739041942
0.002,64,75,2,15.8571428571,15.8571428571,True,0.753901473113
0.002,64,75,3,19.2857142857,19.2857142857,True,0.75534420354
0.002,64,90,1,29.4285714286,29.4285714286,True,0.900141000748
0.002,64,90,2,27.5714285714,27.5714285714,True,0.900829809053
0.002,64,90,3,32.5714285714,32.5714285714,True,0.901401851858
0.002,64,95,1,35.5714285714,35.5714285714,True,0.950718266623
0.002,64,95,2,34.8571428571,34.8571428571,True,0.950502063547
0.002,64,95,3,36.5714285714,36.5714285714,True,0.950581439904
0.002,64,99,1,inf,inf,False,
0.002,64,99,2,40,40,True,0.990068018436
0.002,64,99,3,inf,inf,False,
0.002,65,50,1,12.5714285714,12.5714285714,True,0.523413313287
0.002,65,50,2,12,12,True,0.501848399639
0.002,65,50,3,13.8571428571,13.8571428571,True,0.501455864736
0.002,65,75,1,16.7142857143,16.8571428571,True,0.755067007882
0.002,65,75,2,15.8571428571,15.8571428571,True,0.752836014543
0.002,65,75,3,19.2857142857,19.2857142857,True,0.754701708044
0.002,65,90,1,29.4285714286,29.4285714286,True,0.901042657239
0.002,65,90,2,27.5714285714,27.5714285714,True,0.900576642581
0.002,65,90,3,32.5714285714,32.5714285714,True,0.901008469718
0.002,65,95,1,35.5714285714,35.5714285714,True,0.950942669596
0.002,65,95,2,34.8571428571,34.8571428571,True,0.950401527541
0.002,65,95,3,36.5714285714,36.5714285714,True,0.950420022011
0.002,65,99,1,inf,inf,False,
0.002,65,99,2,40,40,True,0.990063011646
0.002,65,99,3,inf,inf,False,
0.002,66,50,1,12.5714285714,12.5714285714,True,0.522366161857
0.002,66,50,2,12,12,True,0.500398695469
0.002,66,50,3,13.8571428571,13.8571428571,True,0.500976179327
0.002,66,75,1,16.8571428571,16.8571428571,True,0.753379566329
0.002,66,75,2,15.8571428571,15.8571428571,True,0.752058242049
0.002,66,75,3,19.2857142857,19.2857142857,True,0.75436344317
0.002,66,90,1,29.4285714286,29.4285714286,True,0.900535447257
0.002,66,90,2,27.5714285714,27.5714285714,True,0.900141443525
0.002,66,90,3,32.5714285714,32.5714285714,True,0.900888783591
0.002,66,95,1,35.5714285714,35.5714285714,True,0.950691912855
0.002,66,95,2,34.8571428571,34.8571428571,True,0.950225370271
0.002,66,95,3,36.5714285714,36.5714285714,True,0.950321299689
0.002,66,99,1,inf,inf,False,
0.002,66,99,2,40,40,True,0.99001455307
0.002,66,99,3,inf,inf,False,
0.002,67,50,1,12.4285714286,12.5714285714,True,0.524099724633
0.002,67,50,2,12,12,True,0.5035110116
0.002,67,50,3,13.8571428571,13.8571428571,True,0.500643734421
0.002,67,75,1,16.7142857143,16.8571428571,True,0.754618227482
0.002,67,75,2,15.7142857143,15.8571428571,True,0.755398213863
0.002,67,75,3,19.2857142857,19.2857142857,True,0.754862640585
0.002,67,90,1,29.4285714286,29.4285714286,True,0.901003301144
0.002,67,90,2,27.5714285714,27.5714285714,True,0.901162905352
0.002,67,90,3,32.5714285714,32.5714285714,True,0.900993909155
0.002,67,95,1,35.5714285714,35.5714285714,True,0.950951116426
0.002,67,95,2,34.8571428571,34.8571428571,True,0.95075910432
0.002,67,95,3,36.5714285714,36.5714285714,True,0.950431125505
0.002,67,99,1,inf,inf,False,
0.002,67,99,2,40,40,True,0.990104794502
0.002,67,99,3,inf,inf,False,
0.002,68,50,1,12.5714285714,12.5714285714,True,0.522629452603
0.002,68,50,2,12,12,True,0.502077400684
0.002,68,50,3,13.8571428571,13.8571428571,True,0.501893247877
0.002,68,75,1,16.8571428571,16.8571428571,True,0.753454276494
0.002,68,75,2,15.8571428571,15.8571428571,True,0.752560045038
0.002,68,75,3,19.2857142857,19.2857142857,True,0.754962980747
0.002,68,90,1,29.4285714286,29.4285714286,True,0.900519209249
0.002,68,90,2,27.5714285714,27.5714285714,True,0.900434247085
0.002,68,90,3,32.5714285714,32.5714285714,True,0.90089235987
0.002,68,95,1,35.5714285714,35.5714285714,True,0.950723034995
0.002,68,95,2,34.8571428571,34.8571428571,True,0.95036310809
0.002,68,95,3,36.5714285714,36.5714285714,True,0.950416590486
0.002,68,99,1,inf,inf,False,
0.002,68,99,2,40,40,True,0.990109324455
0.002,68,99,3,inf,inf,False,
0.002,69,50,1,12.5714285714,12.5714285714,True,0.523594685963
0.002,69,50,2,12,12,True,0.501704216003
0.002,69,50,3,13.8571428571,13.8571428571,True,0.501663561378
0.002,69,75,1,16.8571428571,16.8571428571,True,0.753963700363
0.002,69,75,2,15.8571428571,15.8571428571,True,0.754187192236
0.002,69,75,3,19.2857142857,19.2857142857,True,0.754844248295
0.002,69,90,1,29.4285714286,29.4285714286,True,0.900366553238
0.002,69,90,2,27.5714285714,27.5714285714,True,0.90093170745
0.002,69,90,3,32.5714285714,32.5714285714,True,0.900984985488
0.002,69,95,1,35.5714285714,35.5714285714,True,0.950764707157
0.002,69,95,2,34.8571428571,34.8571428571,True,0.950562366417
0.002,69,95,3,36.5714285714,36.5714285714,True,0.950466854232
0.002,69,99,1,inf,inf,False,
0.002,69,99,2,40,40,True,0.990055501461
0.002,69,99,3,inf,inf,False,
0.002,70,50,1,12.5714285714,12.5714285714,True,0.52286200864
0.002,70,50,2,12,12,True,0.502952218056
0.002,70,50,3,14,13.8571428571,True,0.499932697841
0.002,70,75,1,16.8571428571,16.8571428571,True,0.75282642671
0.002,70,75,2,15.8571428571,15.8571428571,True,0.754350764411
0.002,70,75,3,19.2857142857,19.2857142857,True,0.753766528198
0.002,70,90,1,29.4285714286,29.4285714286,True,0.9002093247
0.002,70,90,2,27.5714285714,27.5714285714,True,0.900782917227
0.002,70,90,3,32.5714285714,32.5714285714,True,0.900392804827
0.002,70,95,1,35.5714285714,35.5714285714,True,0.950569731849
0.002,70,95,2,34.8571428571,34.8571428571,True,0.950633585453
0.002,70,95,3,36.5714285714,36.5714285714,True,0.95025991542
0.002,70,99,1,inf,inf,False,
0.002,70,99,2,40,40,True,0.990088403225
0.002,70,99,3,inf,inf,False,
0.002,71,50,1,12.5714285714,12.5714285714,True,0.522140656199
0.002,71,50,2,12,12,True,0.502335786819
0.002,71,50,3,13.8571428571,13.8571428571,True,0.502293965646
0.002,71,75,1,16.8571428571,16.8571428571,True,0.752933365958
0.002,71,75,2,15.8571428571,15.8571428571,True,0.752052588122
0.002,71,75,3,19.2857142857,19.2857142857,True,0.755617695195
0.002,71,90,1,29.4285714286,29.4285714286,True,0.900677885328
0.002,71,90,2,27.5714285714,27.5714285714,True,0.900136802878
0.002,71,90,3,32.5714285714,32.5714285714,True,0.90120026895
0.002,71,95,1,35.5714285714,35.5714285714,True,0.950607197625
0.002,71,95,2,34.8571428571,34.8571428571,True,0.950247168541
0.002,71,95,3,36.5714285714,36.5714285714,True,0.950526603631
0.002,71,99,1,inf,inf,False,
0.002,71,99,2,40,40,True,0.990089654922
0.002,71,99,3,inf,inf,False,
0.002,72,50,1,12.5714285714,12.5714285714,True,0.523031783955
0.002,72,50,2,12,12,True,0.503911554813
0.002,72,50,3,13.8571428571,13.8571428571,True,0.501367015498
0.002,72,75,1,16.8571428571,16.8571428571,True,0.753609393324
0.002,72,75,2,15.8571428571,15.8571428571,True,0.754016050271
0.002,72,75,3,19.2857142857,19.2857142857,True,0.755698348795
0.002,72,90,1,29.4285714286,29.4285714286,True,0.900661715439
0.002,72,90,2,27.5714285714,27.5714285714,True,0.901003215994
0.002,72,90,3,32.5714285714,32.5714285714,True,0.900902211666
0.002,72,95,1,35.5714285714,35.5714285714,True,0.950739690236
0.002,72,95,2,34.8571428571,34.8571428571,True,0.950594067574
0.002,72,95,3,36.5714285714,36.5714285714,True,0.950553153242
0.002,72,99,1,inf,inf,False,
0.002,72,99,2,40,40,True,0.990160524845
0.002,72,99,3,inf,inf,False,
0.002,73,50,1,12.5714285714,12.5714285714,True,0.523932989155
0.002,73,50,2,12,12,True,0.502950072289
0.002,73,50,3,13.8571428571,13.8571428571,True,0.500778330224
0.002,73,75,1,16.8571428571,16.8571428571,True,0.754010174956
0.002,73,75,2,15.7142857143,15.8571428571,True,0.75549274683
0.002,73,75,3,19.2857142857,19.2857142857,True,0.753817124026
0.002,73,90,1,29.4285714286,29.4285714286,True,0.900653174945
0.002,73,90,2,27.5714285714,27.5714285714,True,0.901153445244
0.002,73,90,3,32.5714285714,32.5714285714,True,0.900517506259
0.002,73,95,1,35.5714285714,35.5714285714,True,0.950758806297
0.002,73,95,2,34.8571428571,34.8571428571,True,0.95083375488
0.002,73,95,3,36.5714285714,36.5714285714,True,0.950314879417
0.002,73,99,1,inf,inf,False,
0.002,73,99,2,40,40,True,0.990101516247
0.002,73,99,3,inf,inf,False,
0.002,74,50,1,12.5714285714,12.5714285714,True,0.523515714066
0.002,74,50,2,12,12,True,0.50183057785
0.002,74,50,3,13.8571428571,13.8571428571,True,0.500849166087
0.002,74,75,1,16.7142857143,16.8571428571,True,0.754694913115
0.002,74,75,2,15.8571428571,15.8571428571,True,0.753881769521
0.002,74,75,3,19.2857142857,19.2857142857,True,0.753764825208
0.002,74,90,1,29.4285714286,29.4285714286,True,0.901056468487
0.002,74,90,2,27.5714285714,27.5714285714,True,0.900519090039
0.002,74,90,3,32.5714285714,32.5714285714,True,0.900873064995
0.002,74,95,1,35.5714285714,35.5714285714,True,0.950882324151
0.002,74,95,2,34.8571428571,34.8571428571,True,0.950524500438
0.002,74,95,3,36.5714285714,36.5714285714,True,0.950271819319
0.002,74,99,1,inf,inf,False,
0.002,74,99,2,40,40,True,0.990052878857
0.002,74,99,3,inf,inf,False,
0.002,75,50,1,12.5714285714,12.5714285714,True,0.523160823754
0.002,75,50,2,12,12,True,0.502832949162
0.002,75,50,3,13.8571428571,13.8571428571,True,0.500366232225
0.002,75,75,1,16.8571428571,16.8571428571,True,0.753405766828
0.002,75,75,2,15.8571428571,15.8571428571,True,0.754410769258
0.002,75,75,3,19.2857142857,19.2857142857,True,0.753865897655
0.002,75,90,1,29.4285714286,29.4285714286,True,0.900476949556
0.002,75,90,2,27.5714285714,27.5714285714,True,0.900731801987
0.002,75,90,3,32.5714285714,32.5714285714,True,0.900626080377
0.002,75,95,1,35.5714285714,35.5714285714,True,0.95067275422
0.002,75,95,2,34.8571428571,34.8571428571,True,0.950619297368
0.002,75,95,3,36.5714285714,36.5714285714,True,0.950291293008
0.002,75,99,1,inf,inf,False,
0.002,75,99,2,40,40,True,0.990104615688
0.002,75,99,3,inf,inf,False,
0.002,76,50,1,12.5714285714,12.5714285714,True,0.522949550833
0.002,76,50,2,12,12,True,0.502366304398
0.002,76,50,3,13.8571428571,13.8571428571,True,0.501580238342
0.002,76,75,1,16.8571428571,16.8571428571,True,0.753101834229
0.002,76,75,2,15.8571428571,15.8571428571,True,0.754432039601
0.002,76,75,3,19.2857142857,19.2857142857,True,0.754428233419
0.002,76,90,1,29.5714285714,29.4285714286,True,0.899835680212
0.002,76,90,2,27.5714285714,27.5714285714,True,0.900941516672
0.002,76,90,3,32.5714285714,32.5714285714,True,0.900833879198
0.002,76,95,1,35.5714285714,35.5714285714,True,0.950618760926
0.002,76,95,2,34.8571428571,34.8571428571,True,0.950616180897
0.002,76,95,3,36.5714285714,36.5714285714,True,0.950381117208
0.002,76,99,1,inf,inf,False,
0.002,76,99,2,40,40,True,0.990085780621
0.002,76,99,3,inf,inf,False,
0.002,77,50,1,12.5714285714,12.5714285714,True,0.522810761418
0.002,77,50,2,12,12,True,0.501207172871
0.002,77,50,3,13.8571428571,13.8571428571,True,0.500622242689
0.002,77,75,1,16.8571428571,16.8571428571,True,0.753769806453
0.002,77,75,2,15.8571428571,15.8571428571,True,0.752738790853
0.002,77,75,3,19.2857142857,19.2857142857,True,0.754018877234
0.002,77,90,1,29.4285714286,29.4285714286,True,0.900138761316
0.002,77,90,2,27.5714285714,27.5714285714,True,0.900593808719
0.002,77,90,3,32.5714285714,32.5714285714,True,0.900614363807
0.002,77,95,1,35.5714285714,35.5714285714,True,0.95074652774
0.002,77,95,2,34.8571428571,34.8571428571,True,0.950375054564
0.002,77,95,3,36.5714285714,36.5714285714,True,0.950302711555
0.002,77,99,1,inf,inf,False,
0.002,77,99,2,40,40,True,0.990053713322
0.002,77,99,3,inf,inf,False,
0.002,78,50,1,12.5714285714,12.5714285714,True,0.523465075663
0.002,78,50,2,12,12,True,0.502851307392
0.002,78,50,3,13.8571428571,13.8571428571,True,0.501986482314
0.002,78,75,1,16.7142857143,16.8571428571,True,0.754243637834
0.002,78,75,2,15.8571428571,15.8571428571,True,0.753743554865
0.002,78,75,3,19.2857142857,19.2857142857,True,0.755182870797
0.002,78,90,1,29.4285714286,29.4285714286,True,0.90100133419
0.002,78,90,2,27.5714285714,27.5714285714,True,0.900780320168
0.002,78,90,3,32.5714285714,32.5714285714,True,0.900883487293
0.002,78,95,1,35.5714285714,35.5714285714,True,0.950850682599
0.002,78,95,2,34.8571428571,34.8571428571,True,0.950533168656
0.002,78,95,3,36.5714285714,36.5714285714,True,0.950467748301
0.002,78,99,1,inf,inf,False,
0.002,78,99,2,40,40,True,0.990131258965
0.002,78,99,3,inf,inf,False,
0.002,79,50,1,12.5714285714,12.5714285714,True,0.523156259741
0.002,79,50,2,12,12,True,0.502173244953
0.002,79,50,3,14,13.8571428571,True,0.499744466373
0.002,79,75,1,16.8571428571,16.8571428571,True,0.753842830658
0.002,79,75,2,15.8571428571,15.8571428571,True,0.753460977759
0.002,79,75,3,19.2857142857,19.2857142857,True,0.753526849406
0.002,79,90,1,29.4285714286,29.4285714286,True,0.900643033641
0.002,79,90,2,27.5714285714,27.5714285714,True,0.900572257383
0.002,79,90,3,32.5714285714,32.5714285714,True,0.900309026241
0.002,79,95,1,35.5714285714,35.5714285714,True,0.950786445822
0.002,79,95,2,34.8571428571,34.8571428571,True,0.950377540929
0.002,79,95,3,36.5714285714,36.5714285714,True,0.950281015464
0.002,79,99,1,inf,inf,False,
0.002,79,99,2,40,40,True,0.990111231804
0.002,79,99,3,inf,inf,False,
0.002,80,50,1,12.4285714286,12.5714285714,True,0.524088016578
0.002,80,50,2,12,12,True,0.502342104912
0.002,80,50,3,13.8571428571,13.8571428571,True,0.501152047089
0.002,80,75,1,16.7142857143,16.8571428571,True,0.754870023046
0.002,80,75,2,15.8571428571,15.8571428571,True,0.754626486983
0.002,80,75,3,19.2857142857,19.2857142857,True,0.754544615746
0.002,80,90,1,29.2857142857,29.4285714286,True,0.901262811252
0.002,80,90,2,27.5714285714,27.5714285714,True,0.901073881558
0.002,80,90,3,32.5714285714,32.5714285714,True,0.900504180363
0.002,80,95,1,35.5714285714,35.5714285714,True,0.950955101422
0.002,80,95,2,34.8571428571,34.8571428571,True,0.9506206257
0.002,80,95,3,36.5714285714,36.5714285714,True,0.950429022312
0.002,80,99,1,inf,inf,False,
0.002,80,99,2,40,40,True,0.990123450756
0.002,80,99,3,inf,inf,False,
0.002,81,50,1,12.5714285714,12.5714285714,True,0.522713137524
0.002,81,50,2,12,12,True,0.502650499344
0.002,81,50,3,13.8571428571,13.8571428571,True,0.500803176846
0.002,81,75,1,16.8571428571,16.8571428571,True,0.75308827843
0.002,81,75,2,15.8571428571,15.8571428571,True,0.753696909973
0.002,81,75,3,19.2857142857,19.2857142857,True,0.754175748144
0.002,81,90,1,29.4285714286,29.4285714286,True,0.900533029011
0.002,81,90,2,27.5714285714,27.5714285714,True,0.90039986372
0.002,81,90,3,32.5714285714,32.5714285714,True,0.90077569655
0.002,81,95,1,35.5714285714,35.5714285714,True,0.950551799365
0.002,81,95,2,34.8571428571,34.8571428571,True,0.950547950608
0.002,81,95,3,36.5714285714,36.5714285714,True,0.950305547033
0.002,81,99,1,inf,inf,False,
0.002,81,99,2,40,40,True,0.990055799484
0.002,81,99,3,inf,inf,False,
0.002,82,50,1,12.5714285714,12.5714285714,True,0.52317244666
0.002,82,50,2,12,12,True,0.50311088562
0.002,82,50,3,13.8571428571,13.8571428571,True,0.502781352827
0.002,82,75,1,16.7142857143,16.8571428571,True,0.754517699991
0.002,82,75,2,15.8571428571,15.8571428571,True,0.753421383245
0.002,82,75,3,19.2857142857,19.2857142857,True,0.755692303181
0.002,82,90,1,29.4285714286,29.4285714286,True,0.900944343635
0.002,82,90,2,27.5714285714,27.5714285714,True,0.900820578848
0.002,82,90,3,32.5714285714,32.5714285714,True,0.901156331812
0.002,82,95,1,35.5714285714,35.5714285714,True,0.950874200889
0.002,82,95,2,34.8571428571,34.8571428571,True,0.950469357627
0.002,82,95,3,36.5714285714,36.5714285714,True,0.950582734176
0.002,82,99,1,inf,inf,False,
0.002,82,99,2,40,40,True,0.990145862103
0.002,82,99,3,inf,inf,False,
0.002,83,50,1,12.5714285714,12.5714285714,True,0.523277163506
0.002,83,50,2,12,12,True,0.502951562405
0.002,83,50,3,13.7142857143,13.8571428571,True,0.503484444959
0.002,83,75,1,16.7142857143,16.8571428571,True,0.754438008581
0.002,83,75,2,15.8571428571,15.8571428571,True,0.75401775326
0.002,83,75,3,19.2857142857,19.2857142857,True,0.75613956792
0.002,83,90,1,29.2857142857,29.4285714286,True,0.901225617954
0.002,83,90,2,27.5714285714,27.5714285714,True,0.900998183659
0.002,83,90,3,32.5714285714,32.5714285714,True,0.901297075408
0.002,83,95,1,35.5714285714,35.5714285714,True,0.950931216989
0.002,83,95,2,34.8571428571,34.8571428571,True,0.95055108411
0.002,83,95,3,36.5714285714,36.5714285714,True,0.950713796275
0.002,83,99,1,inf,inf,False,
0.002,83,99,2,40,40,True,0.990136802197
0.002,83,99,3,inf,inf,False,
0.002,84,50,1,12.5714285714,12.5714285714,True,0.522684718881
0.002,84,50,2,12,12,True,0.502583622932
0.002,84,50,3,14,13.8571428571,True,0.498195111752
0.002,84,75,1,16.8571428571,16.8571428571,True,0.753047806876
0.002,84,75,2,15.8571428571,15.8571428571,True,0.753810788904
0.002,84,75,3,19.2857142857,19.2857142857,True,0.752776026726
0.002,84,90,1,29.4285714286,29.4285714286,True,0.900611792292
0.002,84,90,2,27.5714285714,27.5714285714,True,0.900383242539
0.002,84,90,3,32.5714285714,32.5714285714,True,0.90006423848
0.002,84,95,1,35.5714285714,35.5714285714,True,0.950609215668
0.002,84,95,2,34.8571428571,34.8571428571,True,0.9504637037
0.002,84,95,3,36.5714285714,36.5714285714,True,0.950102107865
0.002,84,99,1,inf,inf,False,
0.002,84,99,2,40,40,True,0.990098714828
0.002,84,99,3,inf,inf,False,
0.002,85,50,1,12.5714285714,12.5714285714,True,0.522982695273
0.002,85,50,2,12,12,True,0.502658307552
0.002,85,50,3,13.8571428571,13.8571428571,True,0.502360160862
0.002,85,75,1,16.7142857143,16.8571428571,True,0.754510470799
0.002,85,75,2,15.8571428571,15.8571428571,True,0.752323372023
0.002,85,75,3,19.2857142857,19.2857142857,True,0.755687023912
0.002,85,90,1,29.4285714286,29.4285714286,True,0.900433335985
0.002,85,90,2,27.5714285714,27.5714285714,True,0.900718084403
0.002,85,90,3,32.5714285714,32.5714285714,True,0.901209243706
0.002,85,95,1,35.5714285714,35.5714285714,True,0.950831711292
0.002,85,95,2,34.8571428571,34.8571428571,True,0.950396563326
0.002,85,95,3,36.5714285714,36.5714285714,True,0.950523589339
0.002,85,99,1,inf,inf,False,
0.002,85,99,2,40,40,True,0.990069687366
0.002,85,99,3,inf,inf,False,
0.002,86,50,1,12.5714285714,12.5714285714,True,0.522641250065
0.002,86,50,2,12,12,True,0.50284832716
0.002,86,50,3,13.7142857143,13.8571428571,True,0.503771526473
0.002,86,75,1,16.8571428571,16.8571428571,True,0.753514042922
0.002,86,75,2,15.8571428571,15.8571428571,True,0.753033859389
0.002,86,75,3,19.2857142857,19.2857142857,True,0.756208734853
0.002,86,90,1,29.4285714286,29.4285714286,True,0.900181148733
0.002,86,90,2,27.5714285714,27.5714285714,True,0.900802254677
0.002,86,90,3,32.5714285714,32.5714285714,True,0.901376553944
0.002,86,95,1,35.5714285714,35.5714285714,True,0.950642636844
0.002,86,95,2,34.8571428571,34.8571428571,True,0.950492049967
0.002,86,95,3,36.5714285714,36.5714285714,True,0.950642900808
0.002,86,99,1,inf,inf,False,
0.002,86,99,2,40,40,True,0.990135788918
0.002,86,99,3,inf,inf,False,
0.002,87,50,1,12.5714285714,12.5714285714,True,0.522164642811
0.002,87,50,2,12,12,True,0.501777112484
0.002,87,50,3,13.8571428571,13.8571428571,True,0.500429868698
0.002,87,75,1,16.8571428571,16.8571428571,True,0.75146491187
0.002,87,75,2,15.8571428571,15.8571428571,True,0.753683507442
0.002,87,75,3,19.2857142857,19.2857142857,True,0.753816417285
0.002,87,90,1,29.5714285714,29.4285714286,True,0.899971706527
0.002,87,90,2,27.5714285714,27.5714285714,True,0.900268793106
0.002,87,90,3,32.5714285714,32.5714285714,True,0.900581581252
0.002,87,95,1,35.5714285714,35.5714285714,True,0.950337656907
0.002,87,95,2,34.8571428571,34.8571428571,True,0.950480682509
0.002,87,95,3,36.5714285714,36.5714285714,True,0.950270499502
0.002,87,99,1,inf,inf,False,
0.002,87,99,2,40,40,True,0.990062773228
0.002,87,99,3,inf,inf,False,
0.002,88,50,1,12.5714285714,12.5714285714,True,0.522922060319
0.002,88,50,2,12,12,True,0.503527522087
0.002,88,50,3,14,13.8571428571,True,0.499558776617
0.002,88,75,1,16.7142857143,16.8571428571,True,0.754641549928
0.002,88,75,2,15.8571428571,15.8571428571,True,0.75333654029
0.002,88,75,3,19.2857142857,19.2857142857,True,0.75360673666
0.002,88,90,1,29.4285714286,29.4285714286,True,0.900985573019
0.002,88,90,2,27.5714285714,27.5714285714,True,0.900699555874
0.002,88,90,3,32.5714285714,32.5714285714,True,0.900289714336
0.002,88,95,1,35.5714285714,35.5714285714,True,0.950928245272
0.002,88,95,2,34.8571428571,34.8571428571,True,0.950444945267
0.002,88,95,3,36.5714285714,36.5714285714,True,0.950269954545
0.002,88,99,1,inf,inf,False,
0.002,88,99,2,40,40,True,0.99012863636
0.002,88,99,3,inf,inf,False,
0.002,89,50,1,12.5714285714,12.5714285714,True,0.523332412754
0.002,89,50,2,12,12,True,0.502378880978
0.002,89,50,3,13.8571428571,13.8571428571,True,0.50034735884
0.002,89,75,1,16.8571428571,16.8571428571,True,0.754045648234
0.002,89,75,2,15.8571428571,15.8571428571,True,0.75420240845
0.002,89,75,3,19.2857142857,19.2857142857,True,0.753831224782
0.002,89,90,1,29.4285714286,29.4285714286,True,0.900879051004
0.002,89,90,2,27.5714285714,27.5714285714,True,0.900698389326
0.002,89,90,3,32.5714285714,32.5714285714,True,0.900512218475
0.002,89,95,1,35.5714285714,35.5714285714,True,0.950761122363
0.002,89,95,2,34.8571428571,34.8571428571,True,0.9506525227
0.002,89,95,3,36.5714285714,36.5714285714,True,0.950219486441
0.002,89,99,1,inf,inf,False,
0.002,89,99,2,40,40,True,0.990089535713
0.002,89,99,3,inf,inf,False,
0.002,90,50,1,12.5714285714,12.5714285714,True,0.523123647485
0.002,90,50,2,12,12,True,0.502706885338
0.002,90,50,3,13.8571428571,13.8571428571,True,0.500462544816
0.002,90,75,1,16.8571428571,16.8571428571,True,0.753776073456
0.002,90,75,2,15.8571428571,15.8571428571,True,0.753266368593
0.002,90,75,3,19.2857142857,19.2857142857,True,0.754731672151
0.002,90,90,1,29.4285714286,29.4285714286,True,0.90071109363
0.002,90,90,2,27.5714285714,27.5714285714,True,0.900728804725
0.002,90,90,3,32.5714285714,32.5714285714,True,0.900545060635
0.002,90,95,1,35.5714285714,35.5714285714,True,0.950777394431
0.002,90,95,2,34.8571428571,34.8571428571,True,0.950446724892
0.002,90,95,3,36.5714285714,36.5714285714,True,0.950395584106
0.002,90,99,1,inf,inf,False,
0.002,90,99,2,40,40,True,0.990095496178
0.002,90,99,3,inf,inf,False,
0.002,91,50,1,12.5714285714,12.5714285714,True,0.523055136204
0.002,91,50,2,12,12,True,0.502502381802
0.002,91,50,3,13.8571428571,13.8571428571,True,0.502918771335
0.002,91,75,1,16.8571428571,16.8571428571,True,0.753815123013
0.002,91,75,2,15.8571428571,15.8571428571,True,0.75335751261
0.002,91,75,3,19.2857142857,19.2857142857,True,0.756094838892
0.002,91,90,1,29.4285714286,29.4285714286,True,0.900737847601
0.002,91,90,2,27.5714285714,27.5714285714,True,0.900765555246
0.002,91,90,3,32.5714285714,32.5714285714,True,0.901205173561
0.002,91,95,1,35.5714285714,35.5714285714,True,0.950773639338
0.002,91,95,2,34.8571428571,34.8571428571,True,0.950441505228
0.002,91,95,3,36.5714285714,36.5714285714,True,0.950637825898
0.002,91,99,1,inf,inf,False,
0.002,91,99,2,40,40,True,0.990157067776
0.002,91,99,3,inf,inf,False,
0.002,92,50,1,12.5714285714,12.5714285714,True,0.522892585823
0.002,92,50,2,12,12,True,0.5016284585
0.002,92,50,3,13.8571428571,13.8571428571,True,0.502312745367
0.002,92,75,1,16.7142857143,16.8571428571,True,0.754356477942
0.002,92,75,2,15.8571428571,15.8571428571,True,0.752071329526
0.002,92,75,3,19.2857142857,19.2857142857,True,0.754802354745
0.002,92,90,1,29.4285714286,29.4285714286,True,0.900868994849
0.002,92,90,2,27.5714285714,27.5714285714,True,0.900238156319
0.002,92,90,3,32.5714285714,32.5714285714,True,0.901082490172
0.002,92,95,1,35.5714285714,35.5714285714,True,0.950810006687
0.002,92,95,2,34.8571428571,34.8571428571,True,0.95028338262
