日期,时间段,训练样本最晚日期,参数验证最晚日期,负载预测来源,光伏预测来源,电价（元/kWh）,预测负载电量（kWh）,预测光伏电量（kWh）,实际负载电量（kWh）,实际光伏电量（kWh）,计划购电量（kWh）,计划充电量（kWh）,计划放电量（kWh）,实际充电量（kWh）,实际放电量（kWh）,紧急购电量（kWh）,实际弃光量（kWh）,未利用计划购电量（kWh）,时段初储电量（kWh）,时段末储电量（kWh）,时段计划购电费（元）,时段紧急购电费（元）,时段总购电费（元）,预测净负荷（kWh）,实际净负荷（kWh）,计划与实际充电量之差（kWh）,计划与实际放电量之差（kWh）
2025-06-10,23:00-23:10,2025-06-09,2025-06-09,历史实测分位数,历史实测分位数,0.424800,716.557800,0.000000,705.958200,0.000000,716.557800,0.000000,0.000000,10.599600,0.000000,0.000000,0.000000,0.000000,5429.025343,5438.564983,304.393753,0.000000,304.393753,716.557800,705.958200,-10.599600,0.000000
2025-06-10,23:10-23:20,2025-06-09,2025-06-09,历史实测分位数,历史实测分位数,0.424000,726.562133,0.000000,717.945700,0.000000,726.562133,0.000000,0.000000,8.616433,0.000000,0.000000,0.000000,0.000000,5438.564983,5446.319773,308.062345,0.000000,308.062345,726.562133,717.945700,-8.616433,0.000000
2025-06-10,23:20-23:30,2025-06-09,2025-06-09,历史实测分位数,历史实测分位数,0.422000,707.573333,0.000000,694.805000,0.000000,1540.906667,833.333333,0.000000,615.200252,0.000000,0.000000,0.000000,230.901414,5446.319773,6000.000000,650.262613,0.000000,650.262613,707.573333,694.805000,218.133081,0.000000
2025-06-10,23:30-23:40,2025-06-09,2025-06-09,历史实测分位数,历史实测分位数,0.424000,744.240550,0.000000,681.056000,0.000000,1077.573883,333.333333,0.000000,0.000000,0.000000,0.000000,0.000000,396.517883,6000.000000,6000.000000,456.891327,0.000000,456.891327,744.240550,681.056000,333.333333,0.000000
2025-06-10,23:40-23:50,2025-06-09,2025-06-09,历史实测分位数,历史实测分位数,0.427100,733.182717,0.000000,690.655417,0.000000,733.182717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.527300,6000.000000,6000.000000,313.142338,0.000000,313.142338,733.182717,690.655417,0.000000,0.000000
2025-06-10,23:50-24:00,2025-06-09,2025-06-09,历史实测分位数,历史实测分位数,0.427600,702.660000,0.000000,703.671667,0.000000,702.660000,0.000000,0.000000,0.000000,1.011667,0.000000,0.000000,0.000000,6000.000000,5998.875926,300.457416,0.000000,300.457416,702.660000,703.671667,0.000000,-1.011667
2025-06-11,00:00-00:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.424800,715.645383,0.000000,692.033450,0.000000,1548.978717,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,23.611933,5998.875926,6748.875926,658.006159,0.000000,658.006159,715.645383,692.033450,0.000000,0.000000
2025-06-11,00:10-00:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.424500,695.656050,0.000000,694.297133,0.000000,1528.989383,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,1.358917,6748.875926,7498.875926,649.055993,0.000000,649.055993,695.656050,694.297133,0.000000,0.000000
2025-06-11,00:20-00:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.426900,710.288333,0.000000,710.725000,0.000000,1543.621667,833.333333,0.000000,832.896667,0.000000,0.000000,0.000000,0.000000,7498.875926,8248.482926,658.972089,0.000000,658.972089,710.288333,710.725000,0.436667,0.000000
2025-06-11,00:30-00:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.427200,687.611550,0.000000,700.116233,0.000000,1520.944883,833.333333,0.000000,820.828650,0.000000,0.000000,0.000000,0.000000,8248.482926,8987.228711,649.747654,0.000000,649.747654,687.611550,700.116233,12.504683,0.000000
2025-06-11,00:40-00:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.427100,693.088100,0.000000,676.077117,0.000000,1526.421433,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,17.010983,8987.228711,9737.228711,651.934594,0.000000,651.934594,693.088100,676.077117,0.000000,0.000000
2025-06-11,00:50-01:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.428500,693.483333,0.000000,660.580000,0.000000,693.483333,0.000000,0.000000,32.903333,0.000000,0.000000,0.000000,0.000000,9737.228711,9766.841711,297.157608,0.000000,297.157608,693.483333,660.580000,-32.903333,0.000000
2025-06-11,01:00-01:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.431100,698.427483,0.000000,667.951450,0.000000,698.427483,0.000000,0.000000,30.476033,0.000000,0.000000,0.000000,0.000000,9766.841711,9794.270141,301.092088,0.000000,301.092088,698.427483,667.951450,-30.476033,0.000000
2025-06-11,01:10-01:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.430200,681.461617,0.000000,703.479967,0.000000,681.461617,0.000000,0.000000,0.000000,22.018350,0.000000,0.000000,0.000000,9794.270141,9769.805308,293.164787,0.000000,293.164787,681.461617,703.479967,0.000000,-22.018350
2025-06-11,01:20-01:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.427900,695.626667,0.000000,719.633333,0.000000,1030.208971,334.582305,0.000000,310.575638,0.000000,0.000000,0.000000,0.000000,9769.805308,10049.323382,440.826419,0.000000,440.826419,695.626667,719.633333,24.006667,0.000000
2025-06-11,01:30-01:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.431200,667.300883,0.000000,661.352183,0.000000,667.300883,0.000000,0.000000,5.948700,0.000000,0.000000,0.000000,0.000000,10049.323382,10054.677212,287.740141,0.000000,287.740141,667.300883,661.352183,-5.948700,0.000000
2025-06-11,01:40-01:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.433300,695.550900,0.000000,640.388483,0.000000,695.550900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.162417,10054.677212,10054.677212,301.382205,0.000000,301.382205,695.550900,640.388483,0.000000,0.000000
2025-06-11,01:50-02:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.431100,663.561667,0.000000,683.670000,0.000000,663.561667,0.000000,0.000000,0.000000,4.209490,15.898843,0.000000,0.000000,10054.677212,10050.000000,286.061434,34.269956,320.331390,663.561667,683.670000,0.000000,-4.209490
2025-06-11,02:00-02:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.429300,669.283633,0.000000,703.792933,0.000000,669.283633,0.000000,0.000000,0.000000,0.000000,34.509300,0.000000,0.000000,10050.000000,10050.000000,287.323464,74.074212,361.397676,669.283633,703.792933,0.000000,0.000000
2025-06-11,02:10-02:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.432400,660.346867,0.000000,667.108383,0.000000,660.346867,0.000000,0.000000,0.000000,0.000000,6.761517,0.000000,0.000000,10050.000000,10050.000000,285.533985,14.618399,300.152384,660.346867,667.108383,0.000000,0.000000
2025-06-11,02:20-02:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.436700,686.758333,0.000000,617.316667,0.000000,686.758333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69.441667,10050.000000,10050.000000,299.907364,0.000000,299.907364,686.758333,617.316667,0.000000,0.000000
2025-06-11,02:30-02:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.434800,677.469250,0.000000,625.316050,0.000000,677.469250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.153200,10050.000000,10050.000000,294.563630,0.000000,294.563630,677.469250,625.316050,0.000000,0.000000
2025-06-11,02:40-02:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.433500,639.598967,0.000000,624.486867,0.000000,639.598967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.112100,10050.000000,10050.000000,277.266152,0.000000,277.266152,639.598967,624.486867,0.000000,0.000000
2025-06-11,02:50-03:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.435700,667.075000,0.000000,598.363333,0.000000,667.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.711667,10050.000000,10050.000000,290.644577,0.000000,290.644577,667.075000,598.363333,0.000000,0.000000
2025-06-11,03:00-03:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.437400,638.726117,0.000000,597.004650,0.000000,638.726117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.721467,10050.000000,10050.000000,279.378803,0.000000,279.378803,638.726117,597.004650,0.000000,0.000000
2025-06-11,03:10-03:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.437100,645.044833,0.000000,597.424333,0.000000,645.044833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.620500,10050.000000,10050.000000,281.949097,0.000000,281.949097,645.044833,597.424333,0.000000,0.000000
2025-06-11,03:20-03:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.435600,646.215000,0.000000,596.933333,0.000000,646.215000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.281667,10050.000000,10050.000000,281.491254,0.000000,281.491254,646.215000,596.933333,0.000000,0.000000
2025-06-11,03:30-03:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.435300,629.919417,0.000000,617.377400,0.000000,629.919417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.542017,10050.000000,10050.000000,274.203922,0.000000,274.203922,629.919417,617.377400,0.000000,0.000000
2025-06-11,03:40-03:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.436000,642.466717,0.000000,622.800183,0.000000,642.466717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.666533,10050.000000,10050.000000,280.115488,0.000000,280.115488,642.466717,622.800183,0.000000,0.000000
2025-06-11,03:50-04:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.437800,638.123333,0.000000,608.775000,0.000000,638.123333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.348333,10050.000000,10050.000000,279.370395,0.000000,279.370395,638.123333,608.775000,0.000000,0.000000
2025-06-11,04:00-04:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.440100,654.656833,0.000000,606.496283,0.000000,654.656833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.160550,10050.000000,10050.000000,288.114472,0.000000,288.114472,654.656833,606.496283,0.000000,0.000000
2025-06-11,04:10-04:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.438900,650.622383,0.000000,605.128167,0.000000,650.622383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.494217,10050.000000,10050.000000,285.558164,0.000000,285.558164,650.622383,605.128167,0.000000,0.000000
2025-06-11,04:20-04:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.436400,634.443333,0.000000,608.813333,0.000000,634.443333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.630000,10050.000000,10050.000000,276.871071,0.000000,276.871071,634.443333,608.813333,0.000000,0.000000
2025-06-11,04:30-04:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.439300,656.485967,0.555867,634.191583,0.603667,655.930100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.342183,10050.000000,10050.000000,288.150093,0.000000,288.150093,655.930100,633.587917,0.000000,0.000000
2025-06-11,04:40-04:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.442200,657.849000,0.000000,645.601700,0.000000,657.849000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.247300,10050.000000,10050.000000,290.900828,0.000000,290.900828,657.849000,645.601700,0.000000,0.000000
2025-06-11,04:50-05:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.439500,665.521667,0.000000,632.583333,0.000000,665.521667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.938333,10050.000000,10050.000000,292.496773,0.000000,292.496773,665.521667,632.583333,0.000000,0.000000
2025-06-11,05:00-05:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.433300,617.271917,15.721833,620.823367,17.930183,601.550083,0.000000,0.000000,0.000000,0.000000,1.343100,0.000000,0.000000,10050.000000,10050.000000,260.651651,2.909826,263.561477,601.550083,602.893183,0.000000,0.000000
2025-06-11,05:10-05:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.443900,649.348500,38.678750,624.560667,48.402850,610.669750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.511933,10050.000000,10050.000000,271.076302,0.000000,271.076302,610.669750,576.157817,0.000000,0.000000
2025-06-11,05:20-05:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.430100,638.713333,64.506250,614.028333,80.937500,574.207083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41.116250,10050.000000,10050.000000,246.966467,0.000000,246.966467,574.207083,533.090833,0.000000,0.000000
2025-06-11,05:30-05:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.371300,609.221467,94.965850,568.490700,106.779433,1347.588950,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,52.544350,10050.000000,10800.000000,500.359777,0.000000,500.359777,514.255617,461.711267,0.000000,0.000000
2025-06-11,05:40-05:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.570800,681.105783,127.267067,654.361533,133.153283,553.838717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.630467,10800.000000,10800.000000,316.131139,0.000000,316.131139,553.838717,521.208250,0.000000,0.000000
2025-06-11,05:50-06:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.909900,809.848333,166.262500,815.573333,163.893750,0.000000,0.000000,643.585833,0.000000,651.679583,0.000000,0.000000,0.000000,10800.000000,10075.911574,0.000000,0.000000,0.000000,643.585833,651.679583,0.000000,-8.093750
2025-06-11,06:00-06:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.936800,824.380133,193.260133,820.060967,194.555833,0.000000,0.000000,631.120000,0.000000,625.505133,0.000000,0.000000,0.000000,10075.911574,9380.905870,0.000000,0.000000,0.000000,631.120000,625.505133,0.000000,5.614867
2025-06-11,06:10-06:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.875800,808.181300,213.812833,803.129400,217.767283,0.000000,0.000000,594.368467,0.000000,585.362117,0.000000,0.000000,0.000000,9380.905870,8730.503519,0.000000,0.000000,0.000000,594.368467,585.362117,0.000000,9.006350
2025-06-11,06:20-06:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.875900,806.266667,236.856250,824.176667,238.000000,0.000000,0.000000,569.410417,0.000000,586.176667,0.000000,0.000000,0.000000,8730.503519,8079.196111,0.000000,0.000000,0.000000,569.410417,586.176667,0.000000,-16.766250
2025-06-11,06:30-06:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.860100,808.036267,270.012650,805.853317,270.174350,0.000000,0.000000,538.023617,0.000000,535.678967,0.000000,0.000000,0.000000,8079.196111,7483.997259,0.000000,0.000000,0.000000,538.023617,535.678967,0.000000,2.344650
2025-06-11,06:40-06:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.844200,802.377633,314.442817,802.889583,319.742900,0.000000,0.000000,487.934817,0.000000,483.146683,0.000000,0.000000,0.000000,7483.997259,6947.167611,0.000000,0.000000,0.000000,487.934817,483.146683,0.000000,4.788133
2025-06-11,06:50-07:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.833400,814.671667,360.843750,818.818333,360.443750,337.930160,0.000000,115.897757,0.000000,112.791757,7.652667,0.000000,0.000000,6947.167611,6821.843437,281.630995,31.888662,313.519657,453.827917,458.374583,0.000000,3.106000
2025-06-11,07:00-07:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.809200,814.644467,399.423200,798.374550,361.655817,415.221267,0.000000,0.000000,0.000000,0.000000,21.497467,0.000000,0.000000,6821.843437,6821.843437,335.997049,86.978750,422.975799,415.221267,436.718733,0.000000,0.000000
2025-06-11,07:10-07:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.797200,816.154467,451.924483,791.902750,388.702917,364.229983,0.000000,0.000000,0.000000,0.000000,38.969850,0.000000,0.000000,6821.843437,6821.843437,290.364143,155.333822,445.697965,364.229983,403.199833,0.000000,0.000000
2025-06-11,07:20-07:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.764400,798.791667,505.031250,795.841667,452.518750,293.760417,0.000000,0.000000,0.000000,0.000000,49.562500,0.000000,0.000000,6821.843437,6821.843437,224.550462,189.427875,413.978338,293.760417,343.322917,0.000000,0.000000
2025-06-11,07:30-07:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.689900,772.710133,522.039050,777.002867,499.735017,250.671083,0.000000,0.000000,0.000000,0.000000,26.596767,0.000000,0.000000,6821.843437,6821.843437,172.937980,91.745547,264.683527,250.671083,277.267850,0.000000,0.000000
2025-06-11,07:40-07:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.860000,902.807533,542.498433,896.731183,534.243550,0.000000,0.000000,360.309100,0.000000,360.309100,2.178533,0.000000,0.000000,6821.843437,6421.499992,0.000000,9.367693,9.367693,360.309100,362.487633,0.000000,0.000000
2025-06-11,07:50-08:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,1.161700,1121.960000,571.900000,1093.475000,567.800000,0.000000,0.000000,550.060000,0.000000,525.675000,0.000000,0.000000,0.000000,6421.499992,5837.416659,0.000000,0.000000,0.000000,550.060000,525.675000,0.000000,24.385000
2025-06-11,08:00-08:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,1.168300,1122.034700,584.976583,1123.975883,607.801417,0.000000,0.000000,537.058117,0.000000,516.174467,0.000000,0.000000,0.000000,5837.416659,5263.889474,0.000000,0.000000,0.000000,537.058117,516.174467,0.000000,20.883650
2025-06-11,08:10-08:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,1.095600,1089.347367,643.477800,1102.115650,671.681200,0.000000,0.000000,445.869567,0.000000,430.434450,0.000000,0.000000,0.000000,5263.889474,4785.628974,0.000000,0.000000,0.000000,445.869567,430.434450,0.000000,15.435117
2025-06-11,08:20-08:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,1.084900,1128.685000,732.800000,1103.848333,738.662500,0.000000,0.000000,395.885000,0.000000,365.185833,0.000000,0.000000,0.000000,4785.628974,4379.866937,0.000000,0.000000,0.000000,395.885000,365.185833,0.000000,30.699167
2025-06-11,08:30-08:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,1.061000,1122.064183,753.642300,1089.673900,765.604550,0.000000,0.000000,368.421883,0.000000,324.069350,0.000000,0.000000,0.000000,4379.866937,4019.789881,0.000000,0.000000,0.000000,368.421883,324.069350,0.000000,44.352533
2025-06-11,08:40-08:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,1.043000,1124.101683,773.821667,1078.239383,781.317733,0.000000,0.000000,350.280017,0.000000,296.921650,0.000000,0.000000,0.000000,4019.789881,3689.876937,0.000000,0.000000,0.000000,350.280017,296.921650,0.000000,53.358367
2025-06-11,08:50-09:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,1.036000,1092.675000,805.993750,1084.546667,792.287500,0.000000,0.000000,286.681250,0.000000,292.259167,0.000000,0.000000,0.000000,3689.876937,3365.144529,0.000000,0.000000,0.000000,286.681250,292.259167,0.000000,-5.577917
2025-06-11,09:00-09:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,1.014700,1094.926650,794.186533,1101.636133,774.734967,0.000000,0.000000,300.740117,0.000000,326.901167,0.000000,0.000000,0.000000,3365.144529,3001.921011,0.000000,0.000000,0.000000,300.740117,326.901167,0.000000,-26.161050
2025-06-11,09:10-09:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.992200,1089.723400,823.972217,1113.500250,747.457983,0.000000,0.000000,265.751183,0.000000,366.042267,0.000000,0.000000,0.000000,3001.921011,2595.207381,0.000000,0.000000,0.000000,265.751183,366.042267,0.000000,-100.291083
2025-06-11,09:20-09:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.970000,1100.941667,902.487500,1109.983333,753.768750,0.000000,0.000000,198.454167,0.000000,356.214583,0.000000,0.000000,0.000000,2595.207381,2199.413400,0.000000,0.000000,0.000000,198.454167,356.214583,0.000000,-157.760417
2025-06-11,09:30-09:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.942200,1096.987200,950.673200,1092.377400,819.274983,0.000000,0.000000,146.314000,0.000000,273.102417,0.000000,0.000000,0.000000,2199.413400,1895.966270,0.000000,0.000000,0.000000,146.314000,273.102417,0.000000,-126.788417
2025-06-11,09:40-09:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.956900,1089.026967,965.830500,1075.901183,850.144400,0.000000,0.000000,123.196467,0.000000,225.756783,0.000000,0.000000,0.000000,1895.966270,1645.125400,0.000000,0.000000,0.000000,123.196467,225.756783,0.000000,-102.560317
2025-06-11,09:50-10:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.997700,1089.560000,959.475000,1073.016667,837.812500,0.000000,0.000000,130.085000,0.000000,235.204167,0.000000,0.000000,0.000000,1645.125400,1383.787437,0.000000,0.000000,0.000000,130.085000,235.204167,0.000000,-105.119167
2025-06-11,10:00-10:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.991900,1093.751533,993.062300,1082.412283,859.430050,0.000000,0.000000,100.689233,0.000000,165.408693,57.573540,0.000000,0.000000,1383.787437,1200.000000,0.000000,285.535973,285.535973,100.689233,222.982233,0.000000,-64.719460
2025-06-11,10:10-10:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.958800,1095.245600,1063.109600,1074.650667,877.487517,0.000000,0.000000,32.136000,0.000000,0.000000,197.163150,0.000000,0.000000,1200.000000,1200.000000,0.000000,945.200141,945.200141,32.136000,197.163150,0.000000,32.136000
2025-06-11,10:20-10:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.954900,1087.448333,1113.462500,1067.065000,905.975000,0.000000,26.014167,0.000000,0.000000,0.000000,161.090000,0.000000,0.000000,1200.000000,1200.000000,0.000000,769.124205,769.124205,-26.014167,161.090000,26.014167,0.000000
2025-06-11,10:30-10:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.983900,1088.002517,1137.187900,1098.649200,1002.937267,0.000000,49.185383,0.000000,0.000000,0.000000,95.711933,0.000000,0.000000,1200.000000,1200.000000,0.000000,470.854856,470.854856,-49.185383,95.711933,49.185383,0.000000
2025-06-11,10:40-10:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.799000,1089.856083,1103.881233,1085.745100,1081.089817,0.000000,14.025150,0.000000,0.000000,0.000000,4.655283,0.000000,0.000000,1200.000000,1200.000000,0.000000,18.597857,18.597857,-14.025150,4.655283,14.025150,0.000000
2025-06-11,10:50-11:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.502500,1088.486667,1101.156250,1041.811667,1110.981250,820.663750,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,56.500000,1200.000000,1950.000000,412.383534,0.000000,412.383534,-12.669583,-69.169583,0.000000,0.000000
2025-06-11,11:00-11:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.466200,1102.875917,1090.932100,1064.817650,1142.590483,845.277150,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,89.716650,1950.000000,2700.000000,394.068207,0.000000,394.068207,11.943817,-77.772833,0.000000,0.000000
2025-06-11,11:10-11:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.500700,1108.787550,1063.493017,1081.776033,1163.845917,878.627867,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,127.364417,2700.000000,3450.000000,439.928973,0.000000,439.928973,45.294533,-82.069883,0.000000,0.000000
2025-06-11,11:20-11:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.482700,1095.006667,1056.481250,1077.636667,1156.787500,871.858750,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,117.676250,3450.000000,4200.000000,420.846219,0.000000,420.846219,38.525417,-79.150833,0.000000,0.000000
2025-06-11,11:30-11:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.478500,1089.737383,1050.924417,1103.140667,1131.664617,872.146300,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,67.336917,4200.000000,4950.000000,417.322005,0.000000,417.322005,38.812967,-28.523950,0.000000,0.000000
2025-06-11,11:40-11:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.466200,1074.124867,1041.250567,1069.837117,1162.886733,866.207633,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,125.923917,4950.000000,5700.000000,403.825999,0.000000,403.825999,32.874300,-93.049617,0.000000,0.000000
2025-06-11,11:50-12:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.443200,1018.671667,1053.950000,989.606667,1204.231250,798.055000,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,179.346250,5700.000000,6450.000000,353.697976,0.000000,353.697976,-35.278333,-214.624583,0.000000,0.000000
2025-06-11,12:00-12:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.441100,1017.144650,1098.863133,976.328883,1138.192350,751.614850,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,80.144983,6450.000000,7200.000000,331.537310,0.000000,331.537310,-81.718483,-161.863467,0.000000,0.000000
2025-06-11,12:10-12:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.455100,1031.022283,1074.958400,1007.274617,1100.653183,789.397217,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,49.442450,7200.000000,7950.000000,359.254673,0.000000,359.254673,-43.936117,-93.378567,0.000000,0.000000
2025-06-11,12:20-12:30,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.446300,1020.856667,1064.093750,1033.195000,1117.212500,790.096250,833.333333,0.000000,833.333333,0.000000,0.000000,0.000000,40.780417,7950.000000,8700.000000,352.619956,0.000000,352.619956,-43.237083,-84.017500,0.000000,0.000000
2025-06-11,12:30-12:40,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.411300,1012.773367,1064.796817,1034.138717,1074.313083,781.309883,833.333333,0.000000,821.484250,0.000000,0.000000,0.000000,0.000000,8700.000000,9439.335825,321.352755,0.000000,321.352755,-52.023450,-40.174367,11.849083,0.000000
2025-06-11,12:40-12:50,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.568200,1033.594200,1034.728867,1066.427183,1001.754900,832.198667,833.333333,0.000000,767.526383,0.000000,0.000000,0.000000,0.000000,9439.335825,10130.109570,472.855282,0.000000,472.855282,-1.134667,64.672283,65.806950,0.000000
2025-06-11,12:50-13:00,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.827900,1120.658333,995.875000,1105.290000,954.637500,124.783333,0.000000,0.000000,0.000000,0.000000,25.869167,0.000000,0.000000,10130.109570,10130.109570,103.308122,107.085415,210.393537,124.783333,150.652500,0.000000,0.000000
2025-06-11,13:00-13:10,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.863600,1126.482483,1003.186933,1067.663550,953.427617,123.295550,0.000000,0.000000,9.059617,0.000000,0.000000,0.000000,0.000000,10130.109570,10138.263225,106.478037,0.000000,106.478037,123.295550,114.235933,-9.059617,0.000000
2025-06-11,13:10-13:20,2025-06-10,2025-06-10,历史实测分位数,历史实测分位数,0.841600,1119.695233,1010.321533,1034.488750,933.646100,109.373700,0.000000,0.000000,8.531050,0.000000,0.000000,0.000000,0.000000,10138.263225,10145.941170,92.048906,0.000000,92.048906,109.373700,100.842650,-8.531050,0.000000
