日期,时间段,训练样本最晚日期,参数验证最晚日期,负载预测来源,光伏预测来源,电价预测来源,价格水平权重,价格形态衰减天数,预测电价（元/kWh）,实际电价（元/kWh）,预测负载电量（kWh）,预测光伏电量（kWh）,实际负载电量（kWh）,实际光伏电量（kWh）,计划购电量（kWh）,计划充电量（kWh）,计划放电量（kWh）,实际充电量（kWh）,实际放电量（kWh）,紧急购电量（kWh）,实际弃光量（kWh）,未利用计划购电量（kWh）,时段初储电量（kWh）,时段末储电量（kWh）,时段计划购电费（元）,时段紧急购电费（元）,时段总购电费（元）,预测净负荷（kWh）,实际净负荷（kWh）,计划与实际充电量之差（kWh）,计划与实际放电量之差（kWh）
2025-06-27,02:10-02:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.356799,0.393900,502.183583,0.000000,475.659800,0.000000,502.183583,0.000000,0.000000,26.523783,0.000000,0.000000,0.000000,0.000000,3275.270508,3299.141913,197.810113,0.000000,197.810113,502.183583,475.659800,-26.523783,0.000000
2025-06-27,02:20-02:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.350308,0.374800,473.125000,0.000000,468.150000,0.000000,473.125000,0.000000,0.000000,4.975000,0.000000,0.000000,0.000000,0.000000,3299.141913,3303.619413,177.327250,0.000000,177.327250,473.125000,468.150000,-4.975000,0.000000
2025-06-27,02:30-02:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.350670,0.391200,470.133650,0.000000,470.639850,0.000000,470.133650,0.000000,0.000000,0.000000,0.506200,0.000000,0.000000,0.000000,3303.619413,3303.056968,183.916284,0.000000,183.916284,470.133650,470.639850,0.000000,-0.506200
2025-06-27,02:40-02:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.354496,0.392800,477.214800,0.000000,459.763700,0.000000,477.214800,0.000000,0.000000,17.451100,0.000000,0.000000,0.000000,0.000000,3303.056968,3318.762958,187.449973,0.000000,187.449973,477.214800,459.763700,-17.451100,0.000000
2025-06-27,02:50-03:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.356339,0.364700,489.373333,0.000000,445.320000,0.000000,489.373333,0.000000,0.000000,44.053333,0.000000,0.000000,0.000000,0.000000,3318.762958,3358.410958,178.474455,0.000000,178.474455,489.373333,445.320000,-44.053333,0.000000
2025-06-27,03:00-03:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.354423,0.348500,486.698233,0.000000,457.018633,0.000000,486.698233,0.000000,0.000000,29.679600,0.000000,0.000000,0.000000,0.000000,3358.410958,3385.122598,169.614334,0.000000,169.614334,486.698233,457.018633,-29.679600,0.000000
2025-06-27,03:10-03:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.357600,0.354700,491.838800,0.000000,448.350017,0.000000,491.838800,0.000000,0.000000,43.488783,0.000000,0.000000,0.000000,0.000000,3385.122598,3424.262503,174.455222,0.000000,174.455222,491.838800,448.350017,-43.488783,0.000000
2025-06-27,03:20-03:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.364169,0.361500,496.251667,0.000000,423.198333,0.000000,496.251667,0.000000,0.000000,73.053333,0.000000,0.000000,0.000000,0.000000,3424.262503,3490.010503,179.394977,0.000000,179.394977,496.251667,423.198333,-73.053333,0.000000
2025-06-27,03:30-03:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.362519,0.344200,487.250333,0.000000,436.157083,0.000000,487.250333,0.000000,0.000000,40.546601,0.000000,0.000000,0.000000,10.546649,3490.010503,3526.502444,167.711565,0.000000,167.711565,487.250333,436.157083,-40.546601,0.000000
2025-06-27,03:40-03:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.354371,0.354700,484.197000,0.000000,464.974383,0.000000,484.197000,0.000000,0.000000,19.222617,0.000000,0.000000,0.000000,0.000000,3526.502444,3543.802799,171.744676,0.000000,171.744676,484.197000,464.974383,-19.222617,0.000000
2025-06-27,03:50-04:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.346717,0.367400,477.031667,0.000000,464.190000,0.000000,477.031667,0.000000,0.000000,12.841667,0.000000,0.000000,0.000000,0.000000,3543.802799,3555.360299,175.261434,0.000000,175.261434,477.031667,464.190000,-12.841667,0.000000
2025-06-27,04:00-04:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.344990,0.312700,474.319700,0.000000,414.775850,0.000000,474.319700,0.000000,0.000000,59.543850,0.000000,0.000000,0.000000,0.000000,3555.360299,3608.949764,148.319770,0.000000,148.319770,474.319700,414.775850,-59.543850,0.000000
2025-06-27,04:10-04:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.341401,0.326600,458.158500,0.000000,411.122350,0.000000,458.158500,0.000000,0.000000,47.036150,0.000000,0.000000,0.000000,0.000000,3608.949764,3651.282299,149.634566,0.000000,149.634566,458.158500,411.122350,-47.036150,0.000000
2025-06-27,04:20-04:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.336351,0.405900,464.236667,0.000000,457.121667,0.000000,464.236667,0.000000,0.000000,7.115000,0.000000,0.000000,0.000000,0.000000,3651.282299,3657.685799,188.433663,0.000000,188.433663,464.236667,457.121667,-7.115000,0.000000
2025-06-27,04:30-04:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.338111,0.408400,457.857183,0.569583,466.429783,0.559933,457.287600,0.000000,0.000000,0.000000,8.582250,0.000000,0.000000,0.000000,3657.685799,3648.149966,186.756256,0.000000,186.756256,457.287600,465.869850,0.000000,-8.582250
2025-06-27,04:40-04:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.340485,0.399300,461.468583,0.000000,465.276500,0.000000,461.468583,0.000000,0.000000,0.000000,3.807917,0.000000,0.000000,0.000000,3648.149966,3643.918948,184.264405,0.000000,184.264405,461.468583,465.276500,0.000000,-3.807917
2025-06-27,04:50-05:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.336496,0.381800,469.776667,1.031250,463.043333,0.781250,468.745417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.483333,3643.918948,3643.918948,178.967000,0.000000,178.967000,468.745417,462.262083,0.000000,0.000000
2025-06-27,05:00-05:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.327548,0.297000,451.576233,21.073883,438.119283,19.210100,430.502350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.593167,3643.918948,3643.918948,127.859198,0.000000,127.859198,430.502350,418.909183,0.000000,0.000000
2025-06-27,05:10-05:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.334520,0.291000,439.137183,48.432167,428.233550,46.815683,390.705017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.287150,3643.918948,3643.918948,113.695160,0.000000,113.695160,390.705017,381.417867,0.000000,0.000000
2025-06-27,05:20-05:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.321535,0.337400,467.100000,74.718750,443.640000,76.187500,392.381250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.928750,3643.918948,3643.918948,132.389434,0.000000,132.389434,392.381250,367.452500,0.000000,0.000000
2025-06-27,05:30-05:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.264271,0.294000,478.585033,100.520517,456.246433,105.612083,1211.397850,833.333333,0.000000,0.000000,0.000000,0.000000,0.000000,860.763500,3643.918948,3643.918948,356.150968,0.000000,356.150968,378.064517,350.634350,833.333333,0.000000
2025-06-27,05:40-05:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.413385,0.437200,464.905467,136.053450,456.127200,137.450383,0.000000,0.000000,328.852017,0.000000,318.676817,0.000000,0.000000,0.000000,3643.918948,3289.833596,0.000000,0.000000,0.000000,328.852017,318.676817,0.000000,10.175200
2025-06-27,05:50-06:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.682978,0.695300,466.278333,173.587500,444.598333,167.575000,0.000000,0.000000,292.690833,0.000000,277.023333,0.000000,0.000000,0.000000,3289.833596,2982.029892,0.000000,0.000000,0.000000,292.690833,277.023333,0.000000,15.667500
2025-06-27,06:00-06:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.711678,0.691300,481.455067,204.914467,430.866967,190.195367,0.000000,0.000000,276.540600,0.000000,240.671600,0.000000,0.000000,0.000000,2982.029892,2714.617003,0.000000,0.000000,0.000000,276.540600,240.671600,0.000000,35.869000
2025-06-27,06:10-06:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.652388,0.635100,488.705167,242.233800,429.826033,221.959267,0.000000,0.000000,246.471367,0.000000,207.866767,0.000000,0.000000,0.000000,2714.617003,2483.653929,0.000000,0.000000,0.000000,246.471367,207.866767,0.000000,38.604600
2025-06-27,06:20-06:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.633045,0.633500,460.670000,261.193750,435.868333,268.493750,0.000000,0.000000,199.476250,0.000000,167.374583,0.000000,0.000000,0.000000,2483.653929,2297.682170,0.000000,0.000000,0.000000,199.476250,167.374583,0.000000,32.101667
2025-06-27,06:30-06:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.626447,0.586400,436.239500,295.646983,435.709317,319.693583,0.000000,0.000000,140.592517,0.000000,116.015733,0.000000,0.000000,0.000000,2297.682170,2168.775799,0.000000,0.000000,0.000000,140.592517,116.015733,0.000000,24.576783
2025-06-27,06:40-06:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.618051,0.581300,485.937700,332.460250,469.937567,369.599083,0.000000,0.000000,153.477450,0.000000,100.338483,0.000000,0.000000,0.000000,2168.775799,2057.288596,0.000000,0.000000,0.000000,153.477450,100.338483,0.000000,53.138967
2025-06-27,06:50-07:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.603087,0.615500,558.140000,391.637500,528.465000,418.593750,0.000000,0.000000,166.502500,0.000000,109.871250,0.000000,0.000000,0.000000,2057.288596,1935.209429,0.000000,0.000000,0.000000,166.502500,109.871250,0.000000,56.631250
2025-06-27,07:00-07:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.585347,0.589800,548.147000,431.742483,552.490733,468.100267,0.000000,0.000000,116.404517,0.000000,84.390467,0.000000,0.000000,0.000000,1935.209429,1841.442244,0.000000,0.000000,0.000000,116.404517,84.390467,0.000000,32.014050
2025-06-27,07:10-07:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.580387,0.571500,543.515483,463.445567,545.733383,504.046333,0.000000,0.000000,80.069917,0.000000,41.687050,0.000000,0.000000,0.000000,1841.442244,1795.123299,0.000000,0.000000,0.000000,80.069917,41.687050,0.000000,38.382867
2025-06-27,07:20-07:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.555796,0.551700,555.866667,485.412500,524.400000,527.568750,0.000000,0.000000,70.454167,3.168750,0.000000,0.000000,0.000000,0.000000,1795.123299,1797.975174,0.000000,0.000000,0.000000,70.454167,-3.168750,-3.168750,70.454167
2025-06-27,07:30-07:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.496263,0.479600,554.421217,532.101150,501.819333,554.297183,0.000000,0.000000,22.320067,52.477850,0.000000,0.000000,0.000000,0.000000,1797.975174,1845.205239,0.000000,0.000000,0.000000,22.320067,-52.477850,-52.477850,22.320067
2025-06-27,07:40-07:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.640294,0.595700,551.582917,556.879767,494.667267,581.633033,0.000000,0.000000,0.000000,86.965767,0.000000,0.000000,0.000000,0.000000,1845.205239,1923.474429,0.000000,0.000000,0.000000,-5.296850,-86.965767,-86.965767,0.000000
2025-06-27,07:50-08:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.894815,0.827800,555.221667,611.143750,508.305000,610.318750,0.000000,0.000000,0.000000,102.013750,0.000000,0.000000,0.000000,0.000000,1923.474429,2015.286804,0.000000,0.000000,0.000000,-55.922083,-102.013750,-102.013750,0.000000
2025-06-27,08:00-08:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.905612,0.843700,549.580833,657.083483,531.160850,650.375200,0.000000,0.000000,0.000000,119.214350,0.000000,0.000000,0.000000,0.000000,2015.286804,2122.579719,0.000000,0.000000,0.000000,-107.502650,-119.214350,-119.214350,0.000000
2025-06-27,08:10-08:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.848503,0.806700,541.310250,698.274133,533.446217,714.626517,0.000000,0.000000,0.000000,181.180300,0.000000,0.000000,0.000000,0.000000,2122.579719,2285.641989,0.000000,0.000000,0.000000,-156.963883,-181.180300,-181.180300,0.000000
2025-06-27,08:20-08:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.844786,0.803500,522.741667,715.587500,497.778333,773.825000,0.000000,0.000000,0.000000,276.046667,0.000000,0.000000,0.000000,0.000000,2285.641989,2534.083989,0.000000,0.000000,0.000000,-192.845833,-276.046667,-276.046667,0.000000
2025-06-27,08:30-08:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.840208,0.755900,526.735167,741.593067,449.105300,785.348367,0.000000,0.000000,0.000000,336.243067,0.000000,0.000000,0.000000,0.000000,2534.083989,2836.702749,0.000000,0.000000,0.000000,-214.857900,-336.243067,-336.243067,0.000000
2025-06-27,08:40-08:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.841401,0.741000,570.984917,750.974533,505.907517,819.219833,0.000000,0.000000,0.000000,313.312317,0.000000,0.000000,0.000000,0.000000,2836.702749,3118.683834,0.000000,0.000000,0.000000,-179.989617,-313.312317,-313.312317,0.000000
2025-06-27,08:50-09:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.844497,0.774400,658.410000,756.831250,616.785000,869.662500,0.000000,0.000000,0.000000,252.877500,0.000000,0.000000,0.000000,0.000000,3118.683834,3346.273584,0.000000,0.000000,0.000000,-98.421250,-252.877500,-252.877500,0.000000
2025-06-27,09:00-09:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.827441,0.789400,667.817633,791.158900,610.770483,861.553117,0.000000,0.000000,0.000000,250.782633,0.000000,0.000000,0.000000,0.000000,3346.273584,3571.977954,0.000000,0.000000,0.000000,-123.341267,-250.782633,-250.782633,0.000000
2025-06-27,09:10-09:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.806382,0.801100,649.756433,856.573017,604.199400,857.356367,0.000000,61.645917,0.000000,253.156967,0.000000,0.000000,0.000000,0.000000,3571.977954,3799.819224,0.000000,0.000000,0.000000,-206.816583,-253.156967,-191.511050,0.000000
2025-06-27,09:20-09:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.789903,0.808200,643.496667,909.150000,633.976667,892.537500,0.000000,265.653333,0.000000,258.560833,0.000000,0.000000,0.000000,0.000000,3799.819224,4032.523974,0.000000,0.000000,0.000000,-265.653333,-258.560833,7.092500,0.000000
2025-06-27,09:30-09:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.772223,0.784100,627.801967,932.059517,620.078000,942.857800,0.000000,304.257550,0.000000,322.779800,0.000000,0.000000,0.000000,0.000000,4032.523974,4323.025794,0.000000,0.000000,0.000000,-304.257550,-322.779800,-18.522250,0.000000
2025-06-27,09:40-09:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.759029,0.753800,637.491850,943.708783,624.175000,995.328017,0.000000,306.216933,0.000000,371.153017,0.000000,0.000000,0.000000,0.000000,4323.025794,4657.063509,0.000000,0.000000,0.000000,-306.216933,-371.153017,-64.936083,0.000000
2025-06-27,09:50-10:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.753886,0.722700,666.690000,921.062500,651.805000,1037.950000,0.000000,254.372500,0.000000,386.145000,0.000000,0.000000,0.000000,0.000000,4657.063509,5004.594009,0.000000,0.000000,0.000000,-254.372500,-386.145000,-131.772500,0.000000
2025-06-27,10:00-10:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.752868,0.678200,646.697683,923.392167,638.951200,1067.883317,0.000000,276.694483,0.000000,428.932117,0.000000,0.000000,0.000000,0.000000,5004.594009,5390.632914,0.000000,0.000000,0.000000,-276.694483,-428.932117,-152.237633,0.000000
2025-06-27,10:10-10:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.744203,0.664500,641.913417,966.013183,615.152250,1126.062600,0.000000,324.099767,0.000000,510.910350,0.000000,0.000000,0.000000,0.000000,5390.632914,5850.452229,0.000000,0.000000,0.000000,-324.099767,-510.910350,-186.810583,0.000000
2025-06-27,10:20-10:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.743836,0.688000,650.318333,999.893750,606.991667,1198.631250,0.000000,349.575417,0.000000,591.639583,0.000000,0.000000,0.000000,0.000000,5850.452229,6382.927854,0.000000,0.000000,0.000000,-349.575417,-591.639583,-242.064167,0.000000
2025-06-27,10:30-10:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.756370,0.676200,635.780917,957.077750,610.849350,1231.112050,0.000000,321.296833,0.000000,620.262700,0.000000,0.000000,0.000000,0.000000,6382.927854,6941.164284,0.000000,0.000000,0.000000,-321.296833,-620.262700,-298.965867,0.000000
2025-06-27,10:40-10:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.633354,0.464900,643.660533,955.355500,612.525533,1266.939267,0.000000,311.694967,0.000000,654.413733,0.000000,0.000000,0.000000,0.000000,6941.164284,7530.136644,0.000000,0.000000,0.000000,-311.694967,-654.413733,-342.718767,0.000000
2025-06-27,10:50-11:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.444917,0.194700,641.111667,1004.668750,612.778333,1314.318750,0.000000,363.557083,0.000000,701.540417,0.000000,0.000000,0.000000,0.000000,7530.136644,8161.523019,0.000000,0.000000,0.000000,-363.557083,-701.540417,-337.983333,0.000000
2025-06-27,11:00-11:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.424931,0.188900,657.602767,985.870117,618.463800,1331.160700,0.000000,328.267350,0.000000,712.696900,0.000000,0.000000,0.000000,0.000000,8161.523019,8802.950229,0.000000,0.000000,0.000000,-328.267350,-712.696900,-384.429550,0.000000
2025-06-27,11:10-11:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.440744,0.205900,650.106717,980.202817,594.723433,1316.151217,0.000000,330.096100,0.000000,721.427783,0.000000,0.000000,0.000000,0.000000,8802.950229,9452.235234,0.000000,0.000000,0.000000,-330.096100,-721.427783,-391.331683,0.000000
2025-06-27,11:20-11:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.420808,0.170800,662.848333,1009.481250,566.645000,1284.362500,0.000000,346.632917,0.000000,717.717500,0.000000,0.000000,0.000000,0.000000,9452.235234,10098.180984,0.000000,0.000000,0.000000,-346.632917,-717.717500,-371.084583,0.000000
2025-06-27,11:30-11:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.425262,0.244700,657.005900,1036.855633,596.547750,1259.788083,0.000000,379.849733,0.000000,663.240333,0.000000,0.000000,0.000000,0.000000,10098.180984,10695.097284,0.000000,0.000000,0.000000,-379.849733,-663.240333,-283.390600,0.000000
2025-06-27,11:40-11:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.420582,0.297200,635.563000,1061.442133,616.920333,1276.649367,0.000000,425.879133,0.000000,0.000000,0.000000,0.000000,659.729033,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-425.879133,-659.729033,425.879133,0.000000
2025-06-27,11:50-12:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.401231,0.285600,638.995000,1074.800000,606.728333,1295.562500,0.000000,435.805000,0.000000,0.000000,0.000000,0.000000,688.834167,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-435.805000,-688.834167,435.805000,0.000000
2025-06-27,12:00-12:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.403062,0.307100,676.523950,1069.092067,611.861350,1238.682033,0.000000,392.568117,0.000000,0.000000,0.000000,0.000000,626.820683,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-392.568117,-626.820683,392.568117,0.000000
2025-06-27,12:10-12:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.414576,0.357000,645.477533,1070.477750,627.174850,1176.164933,0.000000,425.000217,0.000000,0.000000,0.000000,0.000000,548.990083,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-425.000217,-548.990083,425.000217,0.000000
2025-06-27,12:20-12:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.401758,0.342500,654.760000,1074.618750,636.385000,1157.837500,0.000000,419.858750,0.000000,0.000000,0.000000,0.000000,521.452500,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-419.858750,-521.452500,419.858750,0.000000
2025-06-27,12:30-12:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.369246,0.212100,676.650733,1068.817067,625.566683,1170.359383,0.000000,392.166333,0.000000,0.000000,0.000000,0.000000,544.792700,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-392.166333,-544.792700,392.166333,0.000000
2025-06-27,12:40-12:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.502697,0.302900,692.732183,1037.916500,583.049850,1181.667667,0.000000,345.184317,0.000000,0.000000,0.000000,0.000000,598.617817,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-345.184317,-598.617817,345.184317,0.000000
2025-06-27,12:50-13:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.725254,0.582700,657.856667,1078.675000,561.415000,1184.625000,0.000000,420.818333,0.000000,0.000000,0.000000,0.000000,623.210000,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-420.818333,-623.210000,420.818333,0.000000
2025-06-27,13:00-13:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.757263,0.673900,651.744717,1035.000983,627.796333,1183.501717,0.000000,383.256267,0.000000,0.000000,0.000000,0.000000,555.705383,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-383.256267,-555.705383,383.256267,0.000000
2025-06-27,13:10-13:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.732780,0.683600,643.769233,978.010750,658.916783,1118.074800,0.000000,334.241517,0.000000,0.000000,0.000000,0.000000,459.158017,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-334.241517,-459.158017,334.241517,0.000000
2025-06-27,13:20-13:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.746458,0.705500,644.898333,960.818750,624.933333,1042.356250,0.000000,315.920417,0.000000,0.000000,0.000000,0.000000,417.422917,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-315.920417,-417.422917,315.920417,0.000000
2025-06-27,13:30-13:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.757164,0.705500,648.877317,929.181200,615.009000,1076.613567,0.000000,280.303883,0.000000,0.000000,0.000000,0.000000,461.604567,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-280.303883,-461.604567,280.303883,0.000000
2025-06-27,13:40-13:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.764948,0.698400,663.039700,899.772267,627.349467,1090.238983,0.000000,236.732567,0.000000,0.000000,0.000000,0.000000,462.889517,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-236.732567,-462.889517,236.732567,0.000000
2025-06-27,13:50-14:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.778503,0.711900,661.776667,918.818750,635.110000,1043.393750,0.000000,257.042083,0.000000,0.000000,0.000000,0.000000,408.283750,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-257.042083,-408.283750,257.042083,0.000000
2025-06-27,14:00-14:10,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.797564,0.756800,674.648417,847.918217,628.120933,1023.383750,0.000000,173.269800,0.000000,0.000000,0.000000,0.000000,395.262817,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-173.269800,-395.262817,173.269800,0.000000
2025-06-27,14:10-14:20,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.801462,0.782300,682.538017,886.754283,661.062017,1007.951567,0.000000,204.216267,0.000000,0.000000,0.000000,0.000000,346.889550,0.000000,10695.097284,10695.097284,0.000000,0.000000,0.000000,-204.216267,-346.889550,204.216267,0.000000
2025-06-27,14:20-14:30,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.813347,0.791800,667.898333,828.837500,694.146667,981.081250,0.000000,160.939167,0.000000,116.558573,0.000000,0.000000,170.376010,0.000000,10695.097284,10800.000000,0.000000,0.000000,0.000000,-160.939167,-286.934583,44.380594,0.000000
2025-06-27,14:30-14:40,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.852406,0.812600,704.508550,807.683367,636.150917,958.202450,0.000000,103.174817,0.000000,0.000000,0.000000,0.000000,322.051533,0.000000,10800.000000,10800.000000,0.000000,0.000000,0.000000,-103.174817,-322.051533,103.174817,0.000000
2025-06-27,14:40-14:50,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.739613,0.700600,697.074767,810.410733,624.991883,938.521317,0.000000,113.335967,0.000000,0.000000,0.000000,0.000000,313.529433,0.000000,10800.000000,10800.000000,0.000000,0.000000,0.000000,-113.335967,-313.529433,113.335967,0.000000
2025-06-27,14:50-15:00,2025-06-26,2025-06-26,历史实测分位数,历史实测分位数,历史实际电价,1,7,0.547465,0.512300,679.738333,792.912500,678.330000,901.631250,0.000000,113.174167,0.000000,0.000000,0.000000,0.000000,223.301250,0.000000,10800.000000,10800.000000,0.000000,0.000000,0.000000,-113.174167,-223.301250,113.174167,0.000000
