日期,阶段,预测历史截止,调参历史截止,负载先验回退,光伏先验回退,电价先验回退,负载衰减天数,光伏衰减天数,价格水平权重,价格形态衰减天数,终端惩罚,求解路径,求解状态,MIP相对间隙,日内滚动求解次数,日初储电量,计划日末储电量,实际日末储电量,计划购电费（预测口径）,计划购电费（实际口径）,紧急购电费,实际总购电费,电价MAE,净负荷MAE,净负荷0.8分位数损失,净负荷覆盖率,紧急购电费占比,紧急购电量,未利用计划购电量,未利用计划购电对应费用（实际电价，已含在计划费用中）,实际弃光量,计划与实际充电量之差,计划与实际放电量之差,实际减计划日末储电量,计划与实际末态偏差恒等式残差
2025-05-06,正式期,2025-05-05,2025-05-05,否,否,否,5.0,7.0,0.6-0.3-0.1,21,1.3616842988476014,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5968.805556,38612.890174,40109.521790,54.137264,40163.659054,0.035063,67.552963,17.416354,0.784722,0.001348,23.854269,5149.378036,2922.753253,2835.556924,421.811793,313.592552,-31.194444,2.2737367544323206e-13
2025-05-07,正式期,2025-05-06,2025-05-06,否,否,否,5.0,7.0,0.6-0.3-0.1,21,1.3608052485749316,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5968.805556,6000.000000,5983.554759,38553.016017,39918.876741,746.866685,40665.743427,0.033059,45.804954,11.350111,0.770833,0.018366,156.409006,4094.307783,2093.446988,1824.697737,1066.631653,849.170922,-16.445241,2.0463630789890885e-12
2025-05-08,正式期,2025-05-07,2025-05-07,否,否,否,5.0,7.0,0.6-0.3-0.1,21,1.370161824878957,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5983.554759,6000.000000,6000.000000,38953.547807,40081.889181,1507.266321,41589.155502,0.038951,46.843293,13.711560,0.798611,0.036242,312.607583,4263.149369,2804.252603,1018.378068,1621.465720,1313.387233,0.000000,4.547473508864641e-12
2025-05-09,正式期,2025-05-08,2025-05-08,否,否,否,14.0,7.0,0.6-0.3-0.1,21,1.0469965733757212,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,12178.968471,12569.705348,93.448258,12663.153606,0.058851,50.554345,12.705432,0.798611,0.007380,29.853083,1513.783835,595.405086,17177.802993,688.874444,557.988300,0.000000,2.2737367544323206e-12
2025-05-10,正式期,2025-05-09,2025-05-09,否,否,否,10.0,7.0,0.6-0.3-0.1,21,1.0326055411737831,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5896.619720,11867.861616,12889.446442,100.570066,12990.016508,0.057634,43.612863,17.871518,0.618056,0.007742,34.222950,713.761750,384.822358,14295.325966,858.099900,602.018667,-103.380280,-1.5916157281026244e-12
2025-05-11,正式期,2025-05-10,2025-05-10,否,否,否,5.0,7.0,0.6-0.3-0.1,21,1.379079411006587,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5896.619720,6000.000000,6000.000000,39501.685010,40633.445936,1456.817018,42090.262954,0.037122,53.293317,14.183969,0.750000,0.034612,242.579217,4768.591155,3021.704621,1970.968883,2709.945638,2195.055967,0.000000,2.2737367544323206e-12
2025-05-12,正式期,2025-05-11,2025-05-11,否,否,否,5.0,5.0,0.6-0.3-0.1,21,1.4092255127537023,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,40139.930755,40560.632950,111.124967,40671.757917,0.044182,77.147580,19.049388,0.840278,0.002732,26.188315,6396.125546,3499.294173,3960.026217,5043.423413,4085.172965,0.000000,-9.094947017729282e-13
2025-05-13,正式期,2025-05-12,2025-05-12,否,否,否,5.0,7.0,0.5-0.3-0.2,21,1.3816030057132738,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,39513.796197,40070.016978,0.000000,40070.016978,0.038170,60.841545,13.247278,0.909722,0.000000,0.000000,6066.549244,3633.165578,2667.154235,2581.190329,2090.764167,0.000000,4.092726157978177e-12
2025-05-14,正式期,2025-05-13,2025-05-13,否,否,否,5.0,7.0,0.5-0.3-0.2,21,1.382645078833804,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,39274.751050,39500.683439,0.425838,39501.109276,0.031903,59.312518,13.282523,0.861111,0.000011,0.087450,5531.501622,3353.916240,2840.837249,2699.253971,2186.395717,0.000000,4.547473508864641e-12
2025-05-15,正式期,2025-05-14,2025-05-14,否,否,否,5.0,7.0,0.5-0.3-0.2,21,1.391690705232591,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,39154.183287,39434.157202,307.499782,39741.656984,0.037116,56.251519,12.433702,0.847222,0.007737,65.553783,5354.234231,2908.924977,2670.823570,2249.034568,1821.718000,0.000000,0.0
2025-05-16,正式期,2025-05-15,2025-05-15,否,否,否,14.0,7.0,0.5-0.3-0.2,21,1.047075459042343,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,12113.228685,12554.986190,80.361389,12635.347579,0.071960,84.991197,18.386918,0.888889,0.006360,49.120105,2265.256244,875.802172,22377.261619,1786.945130,1447.425555,0.000000,2.9558577807620168e-12
2025-05-17,正式期,2025-05-16,2025-05-16,否,否,否,14.0,5.0,0.5-0.3-0.2,21,1.0522391853119415,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,12119.833131,12818.409112,190.388361,13008.797472,0.055813,49.229824,18.582197,0.666667,0.014635,59.104433,1192.444304,493.480115,15535.408288,1205.602325,976.537883,0.000000,8.86757334228605e-12
2025-05-18,正式期,2025-05-17,2025-05-17,否,否,否,7.0,5.0,0.5-0.3-0.2,21,1.4034820758675248,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,38980.270094,39107.629836,211.087301,39318.717137,0.039634,59.455475,16.229893,0.770833,0.005369,89.495102,4875.552960,3151.519786,2001.397461,1623.630887,1315.141019,0.000000,3.637978807091713e-12
2025-05-19,正式期,2025-05-18,2025-05-18,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,21,1.4047429420948643,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5999.544444,38999.585000,38395.983870,579.204596,38975.188466,0.036741,90.621407,19.078463,0.923611,0.014861,92.674100,7816.794593,4045.783853,5415.634561,2883.525370,2335.245550,-0.455556,1.3642420526593924e-12
2025-05-20,正式期,2025-05-19,2025-05-19,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,21,1.3953987685926532,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5999.544444,6000.000000,6000.000000,38439.493200,38491.422745,1154.632122,39646.054867,0.042273,49.504499,14.365120,0.798611,0.029124,230.225272,3793.706538,2253.545699,1839.595119,2196.074040,1778.819972,0.000000,1.3642420526593924e-12
2025-05-21,正式期,2025-05-20,2025-05-20,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,21,1.388524548760513,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5951.894574,38456.422401,38820.712631,717.188632,39537.901263,0.037424,69.600705,17.078840,0.784722,0.018139,173.619167,4961.040443,2519.900523,4323.019759,2951.684136,2347.569267,-48.105426,-1.8189894035458565e-12
2025-05-22,正式期,2025-05-21,2025-05-21,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,28,1.3867799139059909,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5951.894574,6000.000000,6000.000000,38541.374786,38692.509289,304.994005,38997.503293,0.032157,64.455382,13.395933,0.930556,0.007821,46.965133,5263.726014,2774.921933,4255.396254,2278.490885,1845.577617,0.000000,4.547473508864641e-12
2025-05-23,正式期,2025-05-22,2025-05-22,否,否,否,14.0,7.0,0.25-0.25-0.25-0.25,28,1.0343311404905153,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,11870.802663,12435.752950,0.000000,12435.752950,0.063539,55.836880,12.340963,0.888889,0.000000,0.000000,2382.204846,917.565575,18089.899509,1275.208621,1032.918983,0.000000,8.185452315956354e-12
2025-05-24,正式期,2025-05-23,2025-05-23,否,否,否,14.0,7.0,0.25-0.25-0.25-0.25,21,1.0530436045838203,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,12029.369651,12727.423198,7.808042,12735.231239,0.064235,71.587079,15.926800,0.805556,0.000613,4.717850,2390.656800,1083.099777,20647.883546,1399.702346,1133.758900,0.000000,3.410605131648481e-12
2025-05-25,正式期,2025-05-24,2025-05-24,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,21,1.4050642264933435,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,37901.731364,37731.749955,14.278200,37746.028154,0.036583,70.388794,14.889432,0.923611,0.000378,6.236383,6072.428327,3213.850280,4136.686530,2402.607490,1946.112067,0.000000,4.092726157978177e-12
2025-05-26,正式期,2025-05-25,2025-05-25,否,否,否,10.0,5.0,0.25-0.25-0.25-0.25,21,1.41492861662429,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,37568.601550,37204.152018,419.540749,37623.692767,0.046713,48.655822,18.963369,0.736111,0.011151,76.653317,2760.781313,1691.592439,0.000000,574.461296,465.313650,0.000000,5.684341886080801e-13
2025-05-27,正式期,2025-05-26,2025-05-26,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,21,1.404167122713501,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,38035.713039,37607.953021,13.669614,37621.622635,0.032112,68.191039,14.868918,0.833333,0.000363,7.151250,6387.211814,3414.398401,3266.901920,2201.019300,1782.825633,0.000000,1.1368683772161603e-12
2025-05-28,正式期,2025-05-27,2025-05-27,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,28,1.3870609975004313,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5994.535185,37493.841872,37964.946704,169.893505,38134.840209,0.040929,54.236269,14.830804,0.770833,0.004455,54.518450,3664.049144,2174.655239,2512.292417,1152.558827,928.654317,-5.464815,-6.59383658785373e-12
2025-05-29,正式期,2025-05-28,2025-05-28,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,28,1.3971262693431672,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5994.535185,6000.000000,6000.000000,37860.854405,38101.949097,533.650527,38635.599624,0.035472,42.293227,12.002380,0.750000,0.013812,105.706533,3352.675422,1751.928219,1202.972317,319.520556,258.811650,0.000000,1.6484591469634324e-12
2025-05-30,正式期,2025-05-29,2025-05-29,否,否,否,14.0,7.0,0.25-0.25-0.25-0.25,28,1.046189041985991,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,11716.921220,12496.983986,597.518728,13094.502713,0.055955,60.185689,16.178113,0.756944,0.045631,184.964283,2268.476406,754.662149,17763.257467,1254.570556,1016.202150,0.000000,2.5011104298755527e-12
2025-05-31,正式期,2025-05-30,2025-05-30,否,否,否,21.0,7.0,0.25-0.25-0.25-0.25,28,1.0615367403479934,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5869.687037,11771.350200,11932.566639,0.598551,11933.165189,0.055098,48.286460,13.715088,0.750000,0.000050,0.399833,2059.175766,924.966993,15922.428295,508.591811,294.677700,-130.312963,2.2737367544323206e-13
2025-06-01,正式期,2025-05-31,2025-05-31,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,28,1.4044038966400973,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5869.687037,6000.000000,5044.224801,38182.829975,42248.352136,56678.960389,98927.312525,0.078604,93.372254,72.172921,0.180556,0.572935,10426.940381,32.282233,12.558277,0.000000,5151.605917,3312.603114,-955.775199,-9.094947017729282e-13
2025-06-02,正式期,2025-06-01,2025-06-01,否,否,否,10.0,7.0,0.25-0.25-0.25-0.25,28,1.3995241957881817,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5044.224801,6000.000000,5134.827069,40235.607131,43912.861198,38686.557065,82599.418263,0.069759,79.122415,54.244127,0.187500,0.468364,7629.445953,1432.216100,644.177798,314.288750,2032.656017,867.795736,-865.172931,1.1368683772161603e-13
2025-06-03,正式期,2025-06-02,2025-06-02,否,否,否,7.0,3.0,0.25-0.25-0.25-0.25,28,1.4006222385078309,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5134.827069,6000.000000,5946.285704,48279.892743,52625.936956,3457.173537,56083.110493,0.059304,56.038059,16.588291,0.611111,0.061644,623.511957,5017.588817,3164.879121,1423.150860,1484.896593,1154.423374,-53.714296,-4.547473508864641e-13
2025-06-04,正式期,2025-06-03,2025-06-03,否,否,否,5.0,3.0,0.25-0.25-0.25-0.25,28,1.3959503230382566,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5946.285704,6000.000000,5998.098148,48066.962684,52725.547178,5240.603307,57966.150485,0.068368,52.946347,19.372804,0.597222,0.090408,1205.794785,4813.771860,3319.033053,408.691817,3193.578110,2585.086602,-1.901852,1.8189894035458565e-12
2025-06-05,正式期,2025-06-04,2025-06-04,否,否,否,5.0,3.0,0.25-0.25-0.25-0.25,28,1.400220016842439,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5998.098148,6000.000000,6000.000000,48398.101811,53284.152874,3423.699500,56707.852375,0.074607,44.040971,16.366084,0.638889,0.060374,730.841031,3125.240598,1976.723231,559.651233,1262.832634,1022.894433,0.000000,4.092726157978177e-12
2025-06-06,正式期,2025-06-05,2025-06-05,否,否,否,21.0,3.0,0.25-0.25-0.25-0.25,28,1.0305695584943926,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5242.365835,11943.263570,14071.202972,22394.181669,36465.384641,0.093972,75.916023,55.943188,0.270833,0.614122,5581.465683,40.313017,13.805311,2511.942017,628.751500,-172.582033,-757.634165,-1.3926637620897964e-12
2025-06-07,正式期,2025-06-06,2025-06-06,否,否,否,14.0,3.0,0.25-0.25-0.25-0.25,28,1.0493604428349756,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5242.365835,6000.000000,5832.437963,16458.089969,18977.817772,1212.836207,20190.653978,0.085563,47.557177,21.676470,0.555556,0.060069,239.309267,1769.380954,1068.077415,1271.339416,394.494753,168.734917,-167.562037,1.9895196601282805e-13
2025-06-08,正式期,2025-06-07,2025-06-07,否,否,否,5.0,3.0,0.25-0.25-0.25-0.25,28,1.422775036218089,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5832.437963,6000.000000,5992.485204,54664.108023,58197.023331,281.162877,58478.186207,0.051539,114.013467,24.168933,0.881944,0.004808,70.112696,12958.539245,8110.861647,4556.185617,8819.498411,7137.030396,-7.514796,9.094947017729282e-12
2025-06-09,正式期,2025-06-08,2025-06-08,否,否,否,5.0,3.0,0.25-0.25-0.25-0.25,28,1.410196898502402,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5992.485204,6000.000000,5961.734741,52807.935861,57549.337111,2549.515493,60098.852604,0.063307,70.283054,17.944726,0.750000,0.042422,464.942500,9253.138533,6008.157461,391.155817,4686.571750,3761.684384,-38.265259,8.185452315956354e-12
2025-06-10,正式期,2025-06-09,2025-06-09,否,否,否,5.0,3.0,1,7,1.4706081153636248,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5961.734741,6000.000000,5998.875926,55516.090347,56512.899920,567.340833,57080.240752,0.042332,51.337495,12.140894,0.826389,0.009939,127.289633,6700.718965,4460.795196,472.518817,2902.983498,2350.404967,-1.124074,-3.637978807091713e-12
2025-06-11,正式期,2025-06-10,2025-06-10,否,否,否,5.0,3.0,1,7,1.4770838484336004,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5998.875926,6000.000000,6000.000000,55187.772055,55598.814264,10876.718198,66475.532462,0.049461,43.665087,19.791649,0.645833,0.163620,2057.607327,3106.677010,1915.724008,0.603667,368.650877,298.607210,0.000000,1.3642420526593924e-12
2025-06-12,正式期,2025-06-11,2025-06-11,否,否,否,5.0,5.0,1,7,1.483426839386361,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,57448.750223,57703.416451,527.567004,58230.983454,0.040226,55.221837,13.672668,0.847222,0.009060,81.668717,7035.976585,4340.269692,397.960400,3483.726852,2821.818750,0.000000,-4.547473508864641e-13
2025-06-13,正式期,2025-06-12,2025-06-12,否,否,否,14.0,5.0,1,7,1.1641065774115196,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,18002.814924,18048.348989,746.598961,18794.947950,0.047146,48.140089,15.873919,0.673611,0.039723,198.242583,1488.461705,677.113877,3488.960237,453.338642,367.204300,0.000000,3.353761712787673e-12
2025-06-14,正式期,2025-06-13,2025-06-13,否,否,否,10.0,5.0,1,7,1.1849242786714722,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5996.591527,18174.639661,18852.566235,203.189161,19055.755396,0.049091,57.183978,16.096195,0.715278,0.010663,105.166883,1064.226019,559.798811,6219.512321,947.000690,764.002933,-3.408473,0.0
2025-06-15,正式期,2025-06-14,2025-06-14,否,否,否,5.0,5.0,1,7,1.4647674126226804,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5996.591527,6000.000000,6000.000000,55765.404144,57246.444719,188.048688,57434.493407,0.046692,63.827713,13.577259,0.923611,0.003274,27.257383,9488.606638,6372.497310,7.506117,3512.044588,2844.756117,0.000000,0.0
2025-06-16,正式期,2025-06-15,2025-06-15,否,否,否,5.0,5.0,1,7,1.4887861637261464,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56642.459090,57128.808929,506.706364,57635.515293,0.042218,46.763455,11.414614,0.805556,0.008792,114.873554,6080.805577,3961.456783,243.186317,2446.861260,1981.957621,0.000000,-1.3642420526593924e-12
2025-06-17,正式期,2025-06-16,2025-06-16,否,否,否,5.0,5.0,1,7,1.4689770908663957,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56176.691599,56538.766976,7660.511699,64199.278674,0.043843,49.768606,17.699886,0.722222,0.119324,1384.189959,5233.877200,3473.614241,55.263083,2402.264250,1945.834043,0.000000,2.7284841053187847e-12
2025-06-18,正式期,2025-06-17,2025-06-17,否,否,否,7.0,5.0,1,7,1.4904818766986259,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,57830.405423,57402.638253,83.309995,57485.948247,0.036144,58.102235,12.648776,0.902778,0.001449,15.676483,8626.159465,5861.931658,164.652799,4747.430165,3845.418433,0.000000,4.547473508864641e-12
2025-06-19,正式期,2025-06-18,2025-06-18,否,否,否,7.0,5.0,1,7,1.4560470963481387,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,56600.653406,55913.946634,1306.637360,57220.583994,0.031444,73.954388,16.254959,0.868056,0.022835,212.027100,8015.542894,5114.406783,2864.055517,3794.202778,3073.304250,0.000000,8.185452315956354e-12
2025-06-20,正式期,2025-06-19,2025-06-19,否,否,否,10.0,5.0,1,7,1.1300646664608336,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,18021.473560,18513.432493,89.256007,18602.688500,0.057731,69.110151,14.754171,0.902778,0.004798,25.242083,3224.200155,1430.792171,8276.300574,1792.975329,1452.310017,0.000000,-3.410605131648481e-12
2025-06-21,正式期,2025-06-20,2025-06-20,否,否,否,10.0,5.0,1,7,1.1440214793433872,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,17899.191745,18145.765660,0.000000,18145.765660,0.065735,87.737138,19.332479,0.833333,0.000000,0.000000,3134.839602,1682.399159,10864.591462,872.142263,706.435233,0.000000,0.0
2025-06-22,正式期,2025-06-21,2025-06-21,否,否,否,7.0,5.0,1,7,1.4969112445619874,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,55328.497214,55193.877674,250.502301,55444.379975,0.050562,70.514468,15.585024,0.888889,0.004518,68.112467,9741.680564,6577.270852,505.349617,3875.036914,3138.779900,0.000000,-4.092726157978177e-12
2025-06-23,正式期,2025-06-22,2025-06-22,否,否,否,7.0,5.0,1,7,1.4953680266036014,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,55507.895294,54436.474013,107.055836,54543.529850,0.039942,68.905268,14.660055,0.909722,0.001963,15.346650,8947.005370,5490.655875,1160.790783,3115.848704,2523.837450,0.000000,8.185452315956354e-12
2025-06-24,正式期,2025-06-23,2025-06-23,否,否,否,7.0,5.0,1,7,1.4969669592165498,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,5980.944444,55468.890531,55814.155720,11247.260590,67061.416310,0.052747,47.277332,24.300714,0.590278,0.167716,2091.328299,1822.022715,1119.913486,109.919717,743.405781,585.008683,-19.055556,-1.4779288903810084e-12
2025-06-25,正式期,2025-06-24,2025-06-24,否,否,否,7.0,5.0,1,7,1.468137293366011,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5980.944444,6000.000000,6000.000000,57025.751405,56663.440419,339.298557,57002.738976,0.038167,67.858595,15.973592,0.861111,0.005952,49.004200,9505.303563,6500.671969,0.000000,4408.214280,3570.653567,0.000000,5.9117155615240335e-12
2025-06-26,正式期,2025-06-25,2025-06-25,否,否,否,7.0,5.0,1,7,1.4353361549992725,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,55078.168666,54604.125023,762.276035,55366.401057,0.033030,73.777268,15.879818,0.881944,0.013768,109.934633,8869.398420,5698.592337,2067.422751,3908.710021,3166.055117,0.000000,4.547473508864641e-12
2025-06-27,正式期,2025-06-26,2025-06-26,否,否,否,10.0,5.0,1,7,1.1022871615655296,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,17162.356027,17636.973899,0.000000,17636.973899,0.061996,84.630221,17.761225,0.916667,0.000000,0.000000,3399.696541,1552.738617,9894.257477,1198.824918,971.048183,0.000000,-4.774847184307873e-12
2025-06-28,正式期,2025-06-27,2025-06-27,否,否,否,10.0,5.0,1,7,1.1041985670841559,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,16724.839225,17794.775636,36.631721,17831.407357,0.052922,68.641678,16.104695,0.798611,0.002054,10.682917,2629.198774,1298.688126,8282.127488,1416.279012,1147.186000,0.000000,-1.5916157281026244e-12
2025-06-29,正式期,2025-06-28,2025-06-28,否,否,否,7.0,5.0,1,7,1.4788940167560019,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,53770.563180,54812.275391,291.693079,55103.968471,0.049705,59.271496,15.455574,0.805556,0.005294,54.320750,7097.839009,4825.386050,509.897267,3931.221276,3184.289233,0.000000,-2.7284841053187847e-12
2025-06-30,正式期,2025-06-29,2025-06-29,否,否,否,7.0,5.0,1,7,1.4590725674683822,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,6000.000000,53548.288029,54051.390290,1558.217257,55609.607547,0.042536,56.384669,15.183659,0.812500,0.028021,325.826167,5992.966540,3952.441294,1129.507602,2907.808643,2355.325001,0.000000,-6.366462912410498e-12
2025-07-01,正式期,2025-06-30,2025-06-30,否,否,否,10.0,5.0,1,7,1.5180854430015722,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,4931.866777,56023.554902,58766.195652,23657.679411,82423.875063,0.065558,72.031034,41.553923,0.347222,0.287025,5074.564950,3794.599082,2588.569559,229.315617,3402.445515,1794.660966,-1068.133223,7.275957614183426e-12
2025-07-02,正式期,2025-07-01,2025-07-01,否,否,否,10.0,5.0,1,7,1.4894541443973102,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,4931.866777,6000.000000,5124.910256,56052.119871,60317.177232,18845.267013,79162.444245,0.070701,105.459135,42.880772,0.451389,0.238058,4024.931400,7707.291208,4757.412277,3078.162650,6555.368358,4522.267600,-875.089744,0.0
2025-07-03,正式期,2025-07-02,2025-07-02,否,否,否,5.0,5.0,1,7,1.482142916589701,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,5124.910256,6000.000000,6000.000000,62059.200509,68910.545043,4034.947222,72945.492265,0.096906,70.232824,20.944478,0.680556,0.055315,849.110014,7904.984294,5759.829233,349.387217,3172.280511,2569.547214,0.000000,-1.8189894035458565e-12
2025-07-04,正式期,2025-07-03,2025-07-03,否,否,否,14.0,5.0,1,7,1.1249281492054404,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,6000.000000,6000.000000,4926.038397,16147.985613,19480.198476,23056.642887,42536.841362,0.123074,93.601144,48.750726,0.312500,0.542039,5627.984080,84.947683,55.438504,9769.509513,630.675296,-455.718453,-1073.961603,6.252776074688882e-13
2025-07-05,正式期,2025-07-04,2025-07-04,否,否,否,14.0,5.0,0.6-0.3-0.1,7,1.1872410522423353,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,144,4926.038397,6000.000000,5909.077778,22075.499143,25467.522447,451.892516,25919.414963,0.089756,85.374016,21.312433,0.729167,0.017435,189.114597,1051.018186,640.169110,10947.998938,200.139791,80.283231,-90.922222,-2.5579538487363607e-13
