日期,阶段,预测历史截止,调参历史截止,负载先验回退,光伏先验回退,负载衰减天数（仅marginal生效）,光伏衰减天数（仅marginal生效）,终端惩罚,求解路径,求解状态,MIP相对间隙,预测秒数,选中方案求解秒数,当日预测与候选计算秒数（不含写盘）,日初储电量,计划日末储电量,实际日末储电量,计划购电费,紧急购电费,实际总购电费,预测方法,联合净负荷衰减天数（仅joint生效）,净负荷MAE,净负荷0.8分位数损失,净负荷覆盖率,紧急购电费占比,紧急购电量,未利用计划购电量,未利用计划购电对应费用（已含在计划费用中）,实际弃光量,计划充电截断量,计划放电截断量,实际减计划日末储电量,截断偏差恒等式残差
2025-05-06,正式期,2025-05-05,2025-05-05,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002810,0.003293,0.017456,6140.072003,6000.000000,6050.151574,39203.993649,2456.983020,41660.976669,marginal,7.0,68.365099,17.544716,0.784722,0.058976,579.674433,835.843583,462.160025,7898.148311,1122.600145,954.442533,50.151574,-3.410605131648481e-12
2025-05-07,正式期,2025-05-06,2025-05-06,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002706,0.003472,0.017363,6050.151574,6000.000000,6126.098093,39398.009304,1610.231001,41008.240305,marginal,7.0,47.376727,10.987287,0.812500,0.039266,335.504500,1358.062083,820.392455,5193.809317,1228.098333,1108.247933,126.098093,-2.5011104298755527e-12
2025-05-08,正式期,2025-05-07,2025-05-07,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002705,0.003254,0.017259,6126.098093,6000.000000,6143.066557,39221.656487,2689.412656,41911.069143,marginal,7.0,47.904702,13.782785,0.812500,0.064170,537.718483,1506.965667,893.275364,4129.583284,1822.099217,1604.660267,143.066557,-6.821210263296962e-13
2025-05-09,正式期,2025-05-08,2025-05-08,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001719,0.003026,0.015299,6143.066557,6000.000000,6525.888111,15839.274578,1987.881933,17827.156511,marginal,14.0,52.461009,12.913800,0.798611,0.111509,420.245633,1142.347667,565.114564,17574.686845,700.304095,1040.545617,525.888111,-6.821210263296962e-13
2025-05-10,正式期,2025-05-09,2025-05-09,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001765,0.003031,0.015334,6525.888111,6000.000000,6290.449434,15541.341212,1928.990236,17470.331448,marginal,14.0,43.819490,17.227791,0.631944,0.110415,465.214917,868.946683,382.126561,14338.374345,1035.366328,1100.051217,290.449434,6.821210263296962e-13
2025-05-11,正式期,2025-05-10,2025-05-10,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002983,0.003164,0.017426,6290.449434,6000.000000,6259.137667,39727.037868,1994.583959,41721.621827,marginal,10.0,54.101491,14.179855,0.756944,0.047807,410.219193,1048.688367,577.554491,5820.593106,2706.624979,2425.590133,259.137667,3.183231456205249e-12
2025-05-12,正式期,2025-05-11,2025-05-11,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002985,0.003184,0.017575,6259.137667,6000.000000,6422.623185,39574.827500,610.502690,40185.330191,marginal,10.0,77.843405,19.004002,0.854167,0.015192,198.774100,1425.006900,842.185583,8805.627807,4482.765123,4011.400617,422.623185,6.366462912410498e-12
2025-05-13,正式期,2025-05-12,2025-05-12,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002922,0.003153,0.017397,6422.623185,6000.000000,6235.771648,39475.870155,605.779228,40081.649383,marginal,10.0,61.876082,13.355122,0.916667,0.015114,131.856717,1775.226267,1033.924121,7056.854101,2487.457284,2227.034883,235.771648,7.73070496506989e-12
2025-05-14,正式期,2025-05-13,2025-05-13,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002927,0.003163,0.017408,6235.771648,6000.000000,6347.687531,39312.784880,789.428149,40102.213029,marginal,10.0,61.153642,13.617273,0.868056,0.019685,252.078483,1253.776717,706.456148,7332.594827,2666.467744,2472.757650,347.687531,-3.637978807091713e-12
2025-05-15,正式期,2025-05-14,2025-05-14,否,否,7.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002978,0.003156,0.017329,6347.687531,6000.000000,6473.662389,38754.656494,759.221179,39513.877673,marginal,10.0,56.672831,12.205744,0.881944,0.019214,201.937767,1366.636917,693.711349,6522.958498,1953.850514,2008.915067,473.662389,-9.094947017729282e-13
2025-05-16,正式期,2025-05-15,2025-05-15,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.001972,0.003155,0.015715,6473.662389,6000.000000,6584.862368,15606.719695,1105.683056,16712.402751,marginal,14.0,86.286765,18.632019,0.888889,0.066159,271.524333,1017.810333,527.215095,23346.022437,1378.814570,1643.215933,584.862368,-1.1368683772161603e-12
2025-05-17,正式期,2025-05-16,2025-05-16,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002022,0.003127,0.016240,6584.862368,6000.000000,6263.290712,15633.212712,1762.337280,17395.549992,marginal,14.0,51.334353,18.037420,0.694444,0.101310,392.150133,912.604867,552.601641,16152.399273,1374.550423,1350.347483,263.290712,7.048583938740194e-12
2025-05-18,正式期,2025-05-17,2025-05-17,否,否,7.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003022,0.003305,0.017650,6263.290712,6000.000000,6392.469516,38563.088824,1076.775805,39639.864630,marginal,10.0,58.537424,15.742820,0.777778,0.027164,332.218500,738.798250,417.099013,6016.166808,1492.321875,1562.003283,392.469516,-5.6843418860808015e-12
2025-05-19,正式期,2025-05-18,2025-05-18,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003138,0.003283,0.017662,6392.469516,6000.000000,6233.023556,38482.143912,1134.981464,39617.125376,marginal,10.0,92.037112,19.337020,0.930556,0.028649,180.973900,1296.250233,748.868818,12000.141437,2726.325370,2418.044750,233.023556,-2.2737367544323206e-12
2025-05-20,正式期,2025-05-19,2025-05-19,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003361,0.003235,0.017925,6233.023556,6000.000000,6151.271531,38366.055739,1598.583227,39964.638966,marginal,10.0,51.823893,14.633461,0.819444,0.040000,312.640567,1103.296833,591.723568,4919.489415,2276.931715,1980.459067,151.271531,9.094947017729282e-13
2025-05-21,正式期,2025-05-20,2025-05-20,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003109,0.003310,0.018011,6151.271531,6000.000000,6307.340281,38458.945501,1578.186523,40037.132024,marginal,10.0,70.990367,17.144381,0.791667,0.039418,415.624367,1114.759917,560.388734,8389.710229,2931.930695,2651.470117,307.340281,4.092726157978177e-12
2025-05-22,正式期,2025-05-21,2025-05-21,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003070,0.003244,0.018032,6307.340281,6000.000000,6318.678933,38415.593460,330.458978,38746.052438,marginal,10.0,66.514420,13.792762,0.944444,0.008529,69.231217,1812.415917,1076.872791,7696.255883,2017.456350,1920.950683,318.678933,0.0
2025-05-23,正式期,2025-05-22,2025-05-22,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002030,0.002968,0.015619,6318.678933,6000.000000,6663.632538,15650.807531,748.904600,16399.712131,marginal,14.0,59.259668,12.823983,0.902778,0.045666,189.816867,1236.980967,652.872104,18952.506161,912.455328,1336.358100,663.632538,5.6843418860808015e-12
2025-05-24,正式期,2025-05-23,2025-05-23,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002055,0.003071,0.015456,6663.632538,6000.000000,6630.309536,15394.190524,399.803711,15793.994235,marginal,14.0,73.102785,16.030346,0.812500,0.025314,142.644000,708.480216,329.742680,21909.781138,890.885888,1288.896151,630.309536,-1.8189894035458565e-12
2025-05-25,正式期,2025-05-24,2025-05-24,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003227,0.003462,0.017916,6630.309536,6000.000000,6332.842370,37449.392914,842.672866,38292.065780,marginal,10.0,72.680176,15.326577,0.923611,0.022006,183.493683,1075.667467,522.965023,9348.036670,2385.702037,2231.976783,332.842370,-9.094947017729282e-13
2025-05-26,正式期,2025-05-25,2025-05-25,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003158,0.003264,0.017774,6332.842370,6000.000000,5985.972000,37375.247482,2358.351512,39733.598994,marginal,10.0,49.587539,17.255439,0.777778,0.059354,479.780123,1273.864833,649.674692,3096.406483,1365.617600,1093.525056,-14.028000,2.0463630789890885e-12
2025-05-27,正式期,2025-05-26,2025-05-26,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003195,0.003190,0.017615,5985.972000,6000.000000,6075.922598,37843.739805,709.038035,38552.777839,marginal,10.0,70.140976,15.156326,0.840278,0.018391,199.608067,1104.664100,658.930223,9029.073725,2335.064541,1959.732617,75.922598,4.092726157978177e-12
2025-05-28,正式期,2025-05-27,2025-05-27,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003420,0.003118,0.017447,6075.922598,6000.000000,6334.149704,37505.870436,753.093002,38258.963438,marginal,10.0,55.223859,14.777102,0.784722,0.019684,171.836150,1114.284933,645.796791,5100.900989,965.091523,1082.458867,334.149704,2.2737367544323206e-12
2025-05-29,正式期,2025-05-28,2025-05-28,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003211,0.003214,0.017874,6334.149704,6000.000000,6249.707296,37501.558429,2891.889931,40393.448360,marginal,10.0,43.614516,11.912245,0.770833,0.071593,560.536883,1324.683117,707.463591,3887.408586,666.763436,764.814950,249.707296,2.7284841053187847e-12
2025-05-30,正式期,2025-05-29,2025-05-29,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002135,0.003090,0.015739,6249.707296,6000.000000,6716.612419,15259.903014,1157.590253,16417.493267,marginal,14.0,60.986348,16.010638,0.756944,0.070510,303.068750,1303.268600,689.615839,18245.447632,742.989082,1246.772333,716.612419,-9.094947017729282e-13
2025-05-31,正式期,2025-05-30,2025-05-30,否,否,14.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002152,0.002917,0.016014,6716.612419,6000.000000,6410.461796,14958.862090,1416.963778,16375.825867,marginal,10.0,50.702151,14.005228,0.784722,0.086528,446.441583,1091.857167,569.047758,16919.625026,388.801893,684.345150,410.461796,1.7053025658242404e-12
2025-06-01,正式期,2025-05-31,2025-05-31,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003389,0.003165,0.018110,6410.461796,6000.000000,5554.139835,37911.135281,55109.107763,93020.243044,marginal,10.0,91.685579,70.594477,0.187500,0.592442,10724.181829,59.428150,26.013826,138.013200,5014.712400,3660.642895,-445.860165,9.094947017729282e-13
2025-06-02,正式期,2025-06-01,2025-06-01,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003478,0.003340,0.017777,5554.139835,6000.000000,5623.939995,40050.104892,39152.336744,79202.441636,marginal,10.0,78.794612,53.186785,0.194444,0.494332,8102.147091,93.860517,41.081855,2150.490917,2224.737916,1463.583708,-376.060005,-4.547473508864641e-13
2025-06-03,正式期,2025-06-02,2025-06-02,否,否,7.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003430,0.003195,0.017587,5623.939995,6000.000000,6184.332315,48257.308030,5085.229599,53342.537629,marginal,7.0,56.485293,16.378030,0.618056,0.095332,1062.441833,484.127300,253.296774,6450.058395,1803.300412,1626.572417,184.332315,-3.183231456205249e-12
2025-06-04,正式期,2025-06-03,2025-06-03,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003403,0.003097,0.017645,6184.332315,6000.000000,6274.558101,48402.900619,3215.599623,51618.500242,marginal,5.0,52.914046,18.127719,0.638889,0.062295,906.947817,614.118367,316.435880,4587.872388,2863.575505,2566.598450,274.558101,4.092726157978177e-12
2025-06-05,正式期,2025-06-04,2025-06-04,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003628,0.003316,0.018606,6274.558101,6000.000000,6081.143180,48064.395199,5901.084651,53965.479850,marginal,5.0,44.280597,16.324498,0.645833,0.109349,1403.121650,1166.050383,603.835522,3291.800134,1769.333401,1506.188917,81.143180,1.8189894035458565e-12
2025-06-06,正式期,2025-06-05,2025-06-05,否,否,28.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002171,0.003035,0.016099,6081.143180,6000.000000,5517.040380,15671.743558,39410.832723,55082.576281,marginal,14.0,75.672282,55.596488,0.277778,0.715486,7982.997915,261.646750,113.144356,4993.776933,3349.264617,2278.240681,-482.959620,1.3642420526593924e-12
2025-06-07,正式期,2025-06-06,2025-06-06,否,否,14.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002190,0.003150,0.016424,5517.040380,6000.000000,5919.254820,21271.402746,6284.231564,27555.634310,marginal,42.0,47.442335,21.515221,0.562500,0.228056,1203.588613,683.636033,365.619520,3464.432650,1442.862850,1096.048246,-80.745180,3.410605131648481e-12
2025-06-08,正式期,2025-06-07,2025-06-07,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003537,0.003221,0.018275,5919.254820,6000.000000,6232.327500,53783.761587,911.562189,54695.323776,marginal,5.0,114.112057,24.188590,0.881944,0.016666,246.046267,1550.508433,800.012092,15826.379801,8229.295617,6874.824200,232.327500,7.275957614183426e-12
2025-06-09,正式期,2025-06-08,2025-06-08,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003653,0.003262,0.017858,6232.327500,6000.000000,6116.711887,52239.488585,3338.605150,55578.093735,marginal,5.0,70.786490,17.891313,0.756944,0.060071,815.714517,1355.575683,742.900036,8672.976077,4826.056277,4014.146283,116.711887,3.637978807091713e-12
2025-06-10,正式期,2025-06-09,2025-06-09,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003589,0.003211,0.018262,6116.711887,6000.000000,6315.083426,51450.097959,1114.293542,52564.391501,marginal,5.0,51.736089,12.199961,0.840278,0.021199,283.269517,1240.690750,622.015802,5749.052653,2259.837737,2114.043650,315.083426,5.9117155615240335e-12
2025-06-11,正式期,2025-06-10,2025-06-10,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003570,0.003140,0.017842,6315.083426,6000.000000,6283.949364,51140.723639,8980.736513,60121.460152,marginal,5.0,43.148551,17.754800,0.659722,0.149377,1976.777617,1426.099050,693.515187,2209.600694,426.991077,601.417200,283.949364,1.0231815394945443e-12
2025-06-12,正式期,2025-06-11,2025-06-11,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003790,0.003198,0.018260,6283.949364,6000.000000,6380.221857,52824.406383,2097.839059,54922.245441,marginal,5.0,58.962039,14.121864,0.861111,0.038197,458.199000,1722.605383,811.817279,6486.655836,3794.037052,3415.369683,380.221857,-9.094947017729282e-13
2025-06-13,正式期,2025-06-12,2025-06-12,否,否,14.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002297,0.003152,0.016819,6380.221857,6000.000000,6334.314574,20544.505902,2538.825117,23083.331019,marginal,14.0,50.977399,16.032840,0.701389,0.109985,580.019233,993.979467,472.269495,4326.073307,731.860741,893.690317,334.314574,3.069544618483633e-12
2025-06-14,正式期,2025-06-13,2025-06-13,否,否,10.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002455,0.003062,0.016965,6334.314574,6000.000000,6109.402122,20629.449017,1521.492811,22150.941828,marginal,10.0,60.147745,16.995293,0.708333,0.068687,499.676217,585.928100,320.547889,7135.461048,1293.276531,1146.015900,109.402122,1.1368683772161603e-12
2025-06-15,正式期,2025-06-14,2025-06-14,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003799,0.003201,0.018739,6109.402122,6000.000000,6470.354981,52766.911666,881.009302,53647.920967,marginal,5.0,67.566112,14.288006,0.930556,0.016422,168.233667,1806.685517,904.576457,7959.614409,3493.484609,3253.042017,470.354981,1.8189894035458565e-12
2025-06-16,正式期,2025-06-15,2025-06-15,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003704,0.003373,0.018365,6470.354981,6000.000000,6252.233167,51746.951521,1080.190701,52827.142222,marginal,5.0,47.777705,11.396822,0.812500,0.020448,244.847317,1507.158733,759.062067,4863.075409,1874.851975,1745.639950,252.233167,-4.092726157978177e-12
2025-06-17,正式期,2025-06-16,2025-06-16,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003761,0.003088,0.017962,6252.233167,6000.000000,6163.320545,51719.133751,6743.736158,58462.869909,marginal,5.0,52.162097,17.939771,0.722222,0.115351,1560.494483,1088.454450,561.057992,4769.948108,2826.754292,2436.659467,163.320545,1.3642420526593924e-12
2025-06-18,正式期,2025-06-17,2025-06-17,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003943,0.003180,0.018527,6163.320545,6000.000000,6436.815177,52135.732569,242.351217,52378.083786,marginal,5.0,58.064767,12.118603,0.909722,0.004627,83.031967,1721.141250,937.132922,6883.713348,4191.270832,3788.063033,436.815177,6.366462912410498e-12
2025-06-19,正式期,2025-06-18,2025-06-18,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003839,0.003108,0.018240,6436.815177,6000.000000,6358.739407,51475.044901,1738.037001,53213.081903,marginal,5.0,75.368171,16.502476,0.868056,0.032662,327.988667,1813.832192,930.725612,8972.378358,3231.129300,2940.080200,358.739407,6.366462912410498e-12
2025-06-20,正式期,2025-06-19,2025-06-19,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002339,0.003079,0.016574,6358.739407,6000.000000,6691.317474,20875.646378,838.366645,21714.013023,marginal,10.0,70.460027,15.024147,0.902778,0.038609,215.312433,1436.838450,655.413569,9693.535064,1259.895214,1642.700850,691.317474,2.2737367544323206e-13
2025-06-21,正式期,2025-06-20,2025-06-20,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002336,0.003083,0.016548,6691.317474,6000.000000,6604.955388,20465.384494,1384.953146,21850.337640,marginal,14.0,89.103367,19.579990,0.833333,0.063384,339.412550,1026.020683,643.309071,12756.241850,760.621750,1160.563467,604.955388,2.2737367544323206e-12
2025-06-22,正式期,2025-06-21,2025-06-21,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003860,0.003443,0.018505,6604.955388,6000.000000,6383.387317,50439.608508,1217.522734,51657.131242,marginal,5.0,71.477825,15.737002,0.895833,0.023569,286.864517,1365.461833,712.248489,8850.948648,3545.671315,3217.042350,383.387317,-1.3642420526593924e-12
2025-06-23,正式期,2025-06-22,2025-06-22,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003831,0.003275,0.018459,6383.387317,6000.000000,6358.065646,50374.514241,712.624618,51087.138859,marginal,5.0,70.743740,14.992427,0.909722,0.013949,194.301450,1629.668700,769.524820,8524.442970,2631.246320,2453.568600,358.065646,3.637978807091713e-12
2025-06-24,正式期,2025-06-23,2025-06-23,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004001,0.003092,0.018180,6358.065646,6000.000000,6271.718750,49927.307678,11838.644895,61765.952574,marginal,5.0,47.141203,23.752380,0.604167,0.191669,2501.427083,1294.328317,632.012181,1053.328319,937.000142,1003.516990,271.718750,5.6843418860808015e-12
2025-06-25,正式期,2025-06-24,2025-06-24,否,否,7.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004004,0.003197,0.019011,6271.718750,6000.000000,6336.594111,51410.005186,1998.723164,53408.728350,marginal,7.0,66.089037,16.777700,0.854167,0.037423,424.718583,1593.409729,843.984662,6897.651959,2953.709938,2695.439750,336.594111,5.002220859751105e-12
2025-06-26,正式期,2025-06-25,2025-06-25,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.003907,0.003073,0.018619,6336.594111,6000.000000,6209.812212,51116.139496,1077.137509,52193.277005,marginal,5.0,75.891223,16.169551,0.888889,0.020637,196.158300,1791.228581,931.364266,9245.052959,3033.922090,2646.307883,209.812212,2.7284841053187847e-12
2025-06-27,正式期,2025-06-26,2025-06-26,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002667,0.004171,0.018092,6209.812212,6000.000000,6617.231463,20559.149946,714.931392,21274.081338,marginal,14.0,86.950910,18.209496,0.923611,0.033606,189.542867,1839.492933,954.787445,11235.330280,700.515247,1122.925667,617.231463,-4.092726157978177e-12
2025-06-28,正式期,2025-06-27,2025-06-27,否,否,10.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002580,0.003239,0.017237,6617.231463,6000.000000,6719.360799,19980.079355,910.749923,20890.829278,marginal,5.0,69.428728,16.184709,0.798611,0.043596,347.025900,1147.974233,605.183718,9372.213051,686.162301,1203.216183,719.360799,-3.410605131648481e-12
2025-06-29,正式期,2025-06-28,2025-06-28,否,否,7.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004168,0.008406,0.033025,6719.360799,6000.000000,6456.435611,50058.706741,1378.368577,51437.075318,marginal,7.0,62.750221,16.063323,0.812500,0.026797,363.426717,1406.638583,707.566203,6550.547286,3446.805802,3202.704750,456.435611,1.8189894035458565e-12
2025-06-30,正式期,2025-06-29,2025-06-29,否,否,7.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004522,0.003274,0.019796,6456.435611,6000.000000,6366.425944,50199.170146,2881.568415,53080.738561,marginal,7.0,58.967664,15.128894,0.826389,0.054287,768.423333,1729.952550,967.852061,6139.165131,2842.670514,2632.346467,366.425944,0.0
2025-07-01,正式期,2025-06-30,2025-06-30,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004079,0.003315,0.019500,6366.425944,6000.000000,5515.437000,50306.799104,19121.498710,69428.297815,marginal,10.0,74.083308,41.264298,0.368056,0.275414,5144.378800,0.000000,0.000000,4090.478862,2825.591379,1852.622317,-484.563000,2.2737367544323206e-12
2025-07-02,正式期,2025-07-01,2025-07-01,否,否,10.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004235,0.003553,0.019285,5515.437000,6000.000000,5523.036390,51840.460087,14949.444025,66789.904112,marginal,10.0,107.885386,42.595445,0.458333,0.223828,4048.536317,67.087833,37.504285,11000.140253,6014.450986,4442.438050,-476.963610,0.0
2025-07-03,正式期,2025-07-02,2025-07-02,否,否,5.0,7.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004105,0.003117,0.018446,5523.036390,6000.000000,6217.639346,58223.872792,5736.334334,63960.207126,marginal,5.0,73.952832,21.511045,0.687500,0.089686,1290.725800,1021.387997,479.566043,8212.435959,3766.293423,3246.573083,217.639346,-5.4569682106375694e-12
2025-07-04,正式期,2025-07-03,2025-07-03,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002769,0.003028,0.016779,6217.639346,6000.000000,5403.365565,19738.842209,23043.382554,42782.224763,marginal,14.0,93.241107,47.726785,0.319444,0.538620,6105.365815,63.536667,27.168279,10036.313017,853.302950,154.204398,-596.634435,-2.7000623958883807e-12
2025-07-05,正式期,2025-07-04,2025-07-04,否,否,14.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.002971,0.003062,0.017111,5403.365565,6000.000000,6253.813615,26027.426811,2810.852641,28838.279453,marginal,14.0,87.827374,21.720426,0.729167,0.097469,955.503967,811.367100,410.620370,11787.318064,721.468864,812.822033,253.813615,2.7284841053187847e-12
2025-07-06,正式期,2025-07-05,2025-07-05,否,否,5.0,3.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004210,0.003304,0.018995,6253.813615,6000.000000,5974.370233,54225.159219,9008.078239,63233.237458,marginal,5.0,51.824507,21.066896,0.562500,0.142458,2024.189989,1241.563750,725.191367,3510.398227,1994.387971,1592.387467,-25.629767,4.774847184307873e-12
2025-07-07,正式期,2025-07-06,2025-07-06,否,否,5.0,5.0,1.3952,LP已验证互斥及全部原约束,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.004309,0.003274,0.018911,5974.370233,6000.000000,6140.867319,57235.414788,1338.535290,58573.950078,marginal,5.0,96.083841,22.156459,0.805556,0.022852,479.713783,1014.420155,502.114870,12892.228546,5940.493617,4938.580417,140.867319,9.094947017729282e-13
